Gene names,Alpha A30P_day_1, Alpha A53T_day_1, Control _day_1
CG10424,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Bet1,#DIV/0!,#DIV/0!,#DIV/0!
Gbs-76A,#DIV/0!,#DIV/0!,#DIV/0!
CG32206-RB,0.76749,1.1569,0.962195
,#DIV/0!,#DIV/0!,#DIV/0!
Cpr76Bb,#DIV/0!,#DIV/0!,#DIV/0!
l(3)76BDr,#DIV/0!,1.3554,#DIV/0!
CG9330-RA,0.6991,0.35177,0.525435
CG9368-RA,0.90861,#DIV/0!,#DIV/0!
,0.47628,0.38804,0.43216
l(3)76BDm,#DIV/0!,#DIV/0!,#DIV/0!
serp,0.162335,0.31853,0.2404325
Grasp65,#DIV/0!,0.71738,#DIV/0!
CG14184-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG32226,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Spn77Bb,#DIV/0!,#DIV/0!,#DIV/0!
Pmp70,0.79626,1.2151,1.00568
,#DIV/0!,#DIV/0!,#DIV/0!
Arp10,#DIV/0!,#DIV/0!,#DIV/0!
,0.301025,#DIV/0!,#DIV/0!
NAA20,#DIV/0!,#DIV/0!,#DIV/0!
Nat1,0.612575,0.27124,0.4419075
mRpS14,#DIV/0!,#DIV/0!,#DIV/0!
Mec2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7332,0.17362,0.351105,0.2623625
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.19737,#DIV/0!
CG18259-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.56872,0.63336,0.60104
,1.1064,#DIV/0!,#DIV/0!
Frq2,2.25965,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG6762,0.613745,0.52739,0.5705675
,#DIV/0!,#DIV/0!,#DIV/0!
RhoGAPp190,0.21635,0.34491,0.28063
,#DIV/0!,#DIV/0!,#DIV/0!
CG5172-RD,0.1082745,0.0928765,0.1005755
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG16700-RA,#DIV/0!,#DIV/0!,#DIV/0!
UBR1,0.2051,0.56223,0.383665
RSG7,#DIV/0!,0.18385,#DIV/0!
mRpL22,#DIV/0!,#DIV/0!,#DIV/0!
rok,#DIV/0!,0.62901,#DIV/0!
,0.24737,0.22583,0.2366
mbt,#DIV/0!,#DIV/0!,#DIV/0!
crl,#DIV/0!,0.68021,#DIV/0!
Cap,0.41051,#DIV/0!,#DIV/0!
rngo,#DIV/0!,0.3013,#DIV/0!
CG9947-RA,0.751225,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Aats-arg,0.3121,0.237025,0.2745625
mRpL3,0.367275,0.424485,0.39588
,#DIV/0!,0.43255,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.19673,0.41716,0.306945
CG7872,#DIV/0!,#DIV/0!,#DIV/0!
CG7860,#DIV/0!,#DIV/0!,#DIV/0!
Gmap,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.80044,#DIV/0!
Scamp,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4s3,0.24389,0.19554,0.219715
CG9065-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14411-RA,#DIV/0!,#DIV/0!,#DIV/0!
Ag5r,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpS25,#DIV/0!,0.2433,#DIV/0!
dpr8,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,1.4584,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL38,#DIV/0!,0.29085,#DIV/0!
CG11590-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG11134,0.57487,0.543375,0.5591225
CG9940,#DIV/0!,#DIV/0!,#DIV/0!
Tango2,#DIV/0!,#DIV/0!,#DIV/0!
tth,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG34324-RA,#DIV/0!,#DIV/0!,#DIV/0!
,2.0451,1.4135,1.7293
Rbp1-like,0.737665,0.8615,0.7995825
,0.38413,#DIV/0!,#DIV/0!
coq5,#DIV/0!,#DIV/0!,#DIV/0!
CG12096-RA,0.4653,#DIV/0!,#DIV/0!
Bap60,0.59468,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG2200,2.4515,1.61515,2.033325
mRpL49,#DIV/0!,0.46956,#DIV/0!
CG4410,#DIV/0!,#DIV/0!,#DIV/0!
CG3775-RA,0.13816,#DIV/0!,#DIV/0!
,1.52765,#DIV/0!,#DIV/0!
Cpr11B,#DIV/0!,#DIV/0!,#DIV/0!
Cpr11A,#DIV/0!,#DIV/0!,#DIV/0!
Pkcdelta,#DIV/0!,#DIV/0!,#DIV/0!
Tango4,#DIV/0!,#DIV/0!,#DIV/0!
CG15735,#DIV/0!,0.42114,#DIV/0!
fw,#DIV/0!,#DIV/0!,#DIV/0!
pot,#DIV/0!,#DIV/0!,#DIV/0!
Upf1,#DIV/0!,#DIV/0!,#DIV/0!
CG15738,#DIV/0!,#DIV/0!,#DIV/0!
,0.66034,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.32061,0.24989,0.28525
ATP7,0.41557,#DIV/0!,#DIV/0!
p24-1,1.39325,#DIV/0!,#DIV/0!
Amun,0.421175,0.43331,0.4272425
FucT6,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.23891,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
rho-4,#DIV/0!,#DIV/0!,#DIV/0!
e(y)2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG1749,0.61451,3.86855,2.24153
Cyp4g15,0.431325,0.234255,0.33279
HP5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG1737-RA,0.85039,0.50217,0.67628
,0.286955,0.53669,0.4118225
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Aats-leu,#DIV/0!,#DIV/0!,#DIV/0!
axo,#DIV/0!,#DIV/0!,#DIV/0!
mRpS6,0.36892,0.959815,0.6643675
CG15014,#DIV/0!,#DIV/0!,#DIV/0!
,0.291595,0.266,0.2787975
CG11586-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.372975,0.76834,0.5706575
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mul1,#DIV/0!,#DIV/0!,#DIV/0!
CG14985-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,1.1419,#DIV/0!
mge,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14977,#DIV/0!,#DIV/0!,#DIV/0!
CG12006,#DIV/0!,#DIV/0!,#DIV/0!
eIF5B,1.148265,0.37095,0.7596075
,0.209045,0.192895,0.20097
,#DIV/0!,#DIV/0!,#DIV/0!
CG14966-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.3946,#DIV/0!
Cht7,0.554645,0.63452,0.5945825
CG32486,0.57532,#DIV/0!,#DIV/0!
mRpS35,0.26713,0.29748,0.282305
Fife,#DIV/0!,#DIV/0!,#DIV/0!
Aats-pro,#DIV/0!,0.46258,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG16986-RA,#DIV/0!,#DIV/0!,#DIV/0!
Spn,0.498645,0.57118,0.5349125
Cyp4d20,0.271,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL23,#DIV/0!,0.64446,#DIV/0!
ecd,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
BEST:HL03644,#DIV/0!,#DIV/0!,#DIV/0!
mv,#DIV/0!,#DIV/0!,#DIV/0!
Mfap1,#DIV/0!,#DIV/0!,#DIV/0!
HBS1,0.31495,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cht2,0.567645,0.707285,0.637465
n-syb,2.563,#DIV/0!,#DIV/0!
,0.272405,0.21126,0.2418325
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cct2,#DIV/0!,#DIV/0!,#DIV/0!
312,1.0728,#DIV/0!,#DIV/0!
Ptp61F,#DIV/0!,0.23513,#DIV/0!
l(3)02640,0.18369,#DIV/0!,#DIV/0!
,0.5182,0.64844,0.58332
Trh,0.48422,#DIV/0!,#DIV/0!
CG13903,0.53729,0.436435,0.4868625
,0.2506,0.15791,0.204255
CG13900-RA;CG13900,#DIV/0!,0.588965,#DIV/0!
Vti1,#DIV/0!,#DIV/0!,#DIV/0!
RabX6,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cypl,#DIV/0!,#DIV/0!,#DIV/0!
Cdc5,0.59885,1.2918,0.945325
miple,#DIV/0!,#DIV/0!,#DIV/0!
mRpL17,0.67341,#DIV/0!,#DIV/0!
DIP2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Jhebp29,#DIV/0!,#DIV/0!,#DIV/0!
CG2811,#DIV/0!,#DIV/0!,#DIV/0!
Atf-2,#DIV/0!,#DIV/0!,#DIV/0!
,0.408035,0.43843,0.4232325
Cyp9c1,#DIV/0!,#DIV/0!,#DIV/0!
,0.60878,#DIV/0!,#DIV/0!
Fcp1,0.6864,0.60845,0.647425
CG11414-RA,0.28498,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3362,0.57267,#DIV/0!,#DIV/0!
mRpS17,0.49987,0.43316,0.466515
CG4065,#DIV/0!,#DIV/0!,#DIV/0!
gek,0.20969,0.25197,0.23083
,#DIV/0!,3.4573,#DIV/0!
Fmo-1,0.85426,#DIV/0!,#DIV/0!
CG16787-RA,1.1847,#DIV/0!,#DIV/0!
thoc5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
egl,#DIV/0!,0.5856,#DIV/0!
mRpL43,0.492395,0.681355,0.586875
Pal2,2.4264,#DIV/0!,#DIV/0!
St1,#DIV/0!,#DIV/0!,#DIV/0!
wmd,0.203935,0.583395,0.393665
yellow-d2,#DIV/0!,0.56348,#DIV/0!
yellow-d,#DIV/0!,#DIV/0!,#DIV/0!
,0.390845,0.44717,0.4190075
,#DIV/0!,#DIV/0!,#DIV/0!
l(2)06496,0.690295,#DIV/0!,#DIV/0!
,1.4788,#DIV/0!,#DIV/0!
Nup214,#DIV/0!,#DIV/0!,#DIV/0!
Gmer,#DIV/0!,#DIV/0!,#DIV/0!
asrij,#DIV/0!,#DIV/0!,#DIV/0!
CG3501,1.148895,0.71877,0.9338325
Cyp6d2,#DIV/0!,#DIV/0!,#DIV/0!
Ugt58Fa,0.80447,0.57747,0.69097
CG4752-RA,0.393075,0.40403,0.3985525
mRpS29,0.37657,0.335435,0.3560025
qkr58E-2,0.595145,0.779665,0.687405
,1.011055,1.25409,1.1325725
Rtf1,#DIV/0!,#DIV/0!,#DIV/0!
T3dh,#DIV/0!,#DIV/0!,#DIV/0!
GM130,0.446275,2.3952,1.4207375
,#DIV/0!,1.1274,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
lox2,#DIV/0!,#DIV/0!,#DIV/0!
Rae1,1.0391,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Acox57D-p,5.914,5.3662,5.6401
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG34396-RC,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.31514,#DIV/0!
mRpL54,#DIV/0!,0.31559,#DIV/0!
CG15653-RA,1.7572,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
dgt3,#DIV/0!,#DIV/0!,#DIV/0!
Rx,#DIV/0!,#DIV/0!,#DIV/0!
sktl,#DIV/0!,#DIV/0!,#DIV/0!
nocte,0.626605,0.60768,0.6171425
,#DIV/0!,#DIV/0!,#DIV/0!
Hk,#DIV/0!,#DIV/0!,#DIV/0!
CG2974,#DIV/0!,#DIV/0!,#DIV/0!
Cht6,0.87881,0.683825,0.7813175
,0.62056,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3004,0.44252,#DIV/0!,#DIV/0!
Gga,#DIV/0!,0.54248,#DIV/0!
,#DIV/0!,0.90182,#DIV/0!
c12.2,#DIV/0!,#DIV/0!,#DIV/0!
ric8a,#DIV/0!,#DIV/0!,#DIV/0!
,0.641825,0.59179,0.6168075
CG12056,#DIV/0!,#DIV/0!,#DIV/0!
Zpr1,#DIV/0!,#DIV/0!,#DIV/0!
dalao,0.57721,#DIV/0!,#DIV/0!
l(1)G0020,#DIV/0!,#DIV/0!,#DIV/0!
Hexo2,0.504765,0.51617,0.5104675
Crag,#DIV/0!,#DIV/0!,#DIV/0!
CG12125-RB,#DIV/0!,#DIV/0!,#DIV/0!
,0.686755,#DIV/0!,#DIV/0!
,0.33915,0.34902,0.344085
GIIIspla2,#DIV/0!,#DIV/0!,#DIV/0!
,1.60815,0.65179,1.12997
,1.1744,#DIV/0!,#DIV/0!
,0.34944,1.06741,0.708425
p115,0.21771,0.19306,0.205385
,1.4932,#DIV/0!,#DIV/0!
CG1677-RA,#DIV/0!,0.53992,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG4593-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG32736,#DIV/0!,#DIV/0!,#DIV/0!
bou,1.1317,#DIV/0!,#DIV/0!
,0.53546,0.74644,0.64095
,0.77458,0.72143,0.748005
CG12542,1.14722,0.49731,0.822265
,#DIV/0!,#DIV/0!,#DIV/0!
COQ7,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Spt6,#DIV/0!,1.8793,#DIV/0!
schlank,#DIV/0!,#DIV/0!,#DIV/0!
Spx,#DIV/0!,#DIV/0!,#DIV/0!
raptor,1.8145,#DIV/0!,#DIV/0!
CG4666,0.76461,0.36955,0.56708
Tsp5D,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.27348,0.584285,0.4288825
,0.33454,#DIV/0!,#DIV/0!
lin-52,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
NAAT1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3556,1.117,#DIV/0!,#DIV/0!
,0.454645,0.36332,0.4089825
mRpL33,0.592155,#DIV/0!,#DIV/0!
CG6133,#DIV/0!,0.171825,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG2930-RA,2.0122,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.24437,0.31797,0.28117
dnc,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL14,#DIV/0!,#DIV/0!,#DIV/0!
l(1)G0144,#DIV/0!,#DIV/0!,#DIV/0!
,0.35116,#DIV/0!,#DIV/0!
Mct1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
eIF2B-epsilon,0.33646,#DIV/0!,#DIV/0!
mip130,#DIV/0!,#DIV/0!,#DIV/0!
mRpL16,0.199375,0.24231,0.2208425
CG14805-RA,#DIV/0!,0.77321,#DIV/0!
CG14817-RA,#DIV/0!,#DIV/0!,#DIV/0!
EG:BACN32G11.3,0.34389,#DIV/0!,#DIV/0!
CG14770-RA,#DIV/0!,#DIV/0!,#DIV/0!
EG:103E12.2,0.30117,0.270115,0.2856425
TRAM,#DIV/0!,#DIV/0!,#DIV/0!
Roc1a,0.51079,0.77323,0.64201
l(1)1Bi,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,0.3697,#DIV/0!
,0.36044,0.28311,0.321775
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9572-RA,#DIV/0!,#DIV/0!,#DIV/0!
Nep3,#DIV/0!,#DIV/0!,#DIV/0!
sec10,#DIV/0!,1.5554,#DIV/0!
pic,2.275045,#DIV/0!,#DIV/0!
Vha100-1,#DIV/0!,#DIV/0!,#DIV/0!
Ublcp1,0.33735,#DIV/0!,#DIV/0!
,1.4341,2.4826,1.95835
snama,#DIV/0!,#DIV/0!,#DIV/0!
Thor,#DIV/0!,1.5503,#DIV/0!
sra,#DIV/0!,0.38768,#DIV/0!
Cas,0.48914,0.27081,0.379975
fl(2)d,#DIV/0!,#DIV/0!,#DIV/0!
Abi,0.844795,0.581715,0.713255
Tim9b,#DIV/0!,1.6907,#DIV/0!
epsilonCOP,0.476255,0.84319,0.6597225
Madm,#DIV/0!,#DIV/0!,#DIV/0!
BcDNA.GH10229,1.2887,1.34425,1.316475
CG3149,#DIV/0!,#DIV/0!,#DIV/0!
cert,0.27877,0.2525,0.265635
l(2)35Df,#DIV/0!,#DIV/0!,#DIV/0!
CG7601,#DIV/0!,#DIV/0!,#DIV/0!
BcDNA.GH04978,#DIV/0!,#DIV/0!,#DIV/0!
obst-B,#DIV/0!,9.2441,#DIV/0!
vav;Vav,2.2624,1.4697,1.86605
MAPk-Ak2,0.84018,1.28835,1.064265
Arp66B,0.24518,0.24483,0.245005
MRP,0.28091,0.37182,0.326365
PGRP-SB1,0.650535,#DIV/0!,#DIV/0!
Ide,0.173815,2.228945,1.20138
,11.496,10.4049,10.95045
Epac,#DIV/0!,0.2911,#DIV/0!
mmd,#DIV/0!,0.37459,#DIV/0!
Cyp313a1,1.353215,0.407725,0.88047
pod1,0.341985,0.320315,0.33115
,0.252035,0.2161,0.2340675
AIF,0.27754,0.55391,0.415725
,#DIV/0!,1.5091,#DIV/0!
emb,0.28742,2.18738,1.2374
Dlic,0.3133,0.468515,0.3909075
rdgA,0.0967745,0.21338,0.15507725
ScpX,0.835115,0.49885,0.6669825
,0.326755,0.273695,0.300225
AttC,0.24881,#DIV/0!,#DIV/0!
brm,0.38784,0.34419,0.366015
l(2)gl,0.28088,0.49667,0.388775
Aats-ile,0.23264,0.242775,0.2377075
SPoCk,0.22497,0.669835,0.4474025
unc-104,0.20226,0.34516,0.27371
mor,0.527925,0.45852,0.4932225
Cpr50Cb,1.03368,0.773385,0.9035325
,1.3315,1.2282,1.27985
Hsp22,0.466505,0.13195,0.2992275
Ih,#DIV/0!,#DIV/0!,#DIV/0!
,0.99815,1.4441,1.221125
lectin-28C,1.1014,0.98917,1.045285
l(2)k14710,0.35667,1.89925,1.12796
,0.750715,0.58943,0.6700725
AttB;AttA,#DIV/0!,#DIV/0!,#DIV/0!
CG8475,#DIV/0!,0.48013,#DIV/0!
betaTub60D,0.19958,0.174485,0.1870325
Gfat2,0.31291,0.437575,0.3752425
FKBP59,0.25383,0.27381,0.26382
jbug,0.387285,0.17154,0.2794125
Pect,0.518215,0.32959,0.4239025
bgm,0.82415,#DIV/0!,#DIV/0!
Ugt36Bc,1.26846,1.217145,1.2428025
Papss,0.506345,0.492365,0.499355
NitFhit,0.925415,0.97844,0.9519275
Hsp27,0.38581,0.347235,0.3665225
bbc,0.910335,#DIV/0!,#DIV/0!
Fbp2,0.21726,0.16893,0.193095
sdt,0.246425,0.37156,0.3089925
,0.97226,#DIV/0!,#DIV/0!
Nsf2,0.8283,0.37424,0.60127
,1.6049,1.5792,1.59205
,0.382,0.70159,0.541795
Fmr1,0.360635,0.478095,0.419365
Fbp1,0.98813,1.27565,1.13189
,0.239495,0.64171,0.4406025
Gal,0.628725,1.487775,1.05825
Dab,0.46267,0.56837,0.51552
Drep-2,0.293285,0.28283,0.2880575
AGO2,0.341435,0.754125,0.54778
CG1665-RA,2.31085,1.06109,1.68597
Gint3,3.449465,0.70223,2.0758475
,1.81715,1.27525,1.5462
Lsp1alpha,0.699225,0.836365,0.767795
Hrd3,1.33625,1.17615,1.2562
Liprin-alpha,0.489335,0.459025,0.47418
Obp56g,2.51895,2.201,2.359975
Osbp,0.342765,0.40722,0.3749925
Pvr,0.22153,0.333865,0.2776975
qm,0.558155,0.894655,0.726405
dock,0.29408,0.5229,0.40849
,1.120065,1.099725,1.109895
Aats-asp,0.312015,0.301715,0.306865
,0.16491,0.18242,0.173665
PIP5K59B,0.30521,0.61993,0.46257
Scp1,1.5457,1.33515,1.440425
CG10361-RA,1.3007,1.02289,1.161795
CG17493,0.937195,#DIV/0!,#DIV/0!
CG5110,1.052,#DIV/0!,#DIV/0!
Cpr51A,1.11755,0.88263,1.00009
,0.53762,#DIV/0!,#DIV/0!
Src42A,0.318185,0.254385,0.286285
,0.34794,0.434695,0.3913175
,0.453575,1.07907,0.7663225
CG6723-RA,0.55704,0.54304,0.55004
,0.20554,0.24717,0.226355
,0.89455,1.2511,1.072825
scb,1.221505,0.71381,0.9676575
l(2)01289,0.233925,0.20714,0.2205325
,0.89907,0.79062,0.844845
,0.45238,0.49717,0.474775
,0.41806,0.37274,0.3954
vir-1,4.024,3.87125,3.947625
mys,0.294855,0.342325,0.31859
,0.84536,0.874895,0.8601275
CG31751-RA,0.321755,0.5343,0.4280275
kst,0.348805,0.32344,0.3361225
,3.54275,1.338385,2.4405675
,0.9144,1.2582,1.0863
mRpL1,0.56581,0.449695,0.5077525
EG:22E5.5,0.32148,0.40629,0.363885
Tep3,1.028195,1.02273,1.0254625
,0.81813,#DIV/0!,#DIV/0!
PI4KIIIalpha,1.529595,0.81584,1.1727175
Gbeta5,0.47488,0.50715,0.491015
CG6208-RA,1.6304,#DIV/0!,#DIV/0!
Pkc98E,0.42105,0.21705,0.31905
CG7770,0.65073,0.51542,0.583075
Prm,2.60935,3.0692,2.839275
CG1090,0.547395,0.67507,0.6112325
CG1358-RB,1.93955,2.0449,1.992225
Mlp84B,0.202855,0.144575,0.173715
Drat,0.41073,0.3985,0.404615
Tsp42Ed,3.2598,3.3767,3.31825
Nrt,0.93476,1.002505,0.9686325
Cct5,0.19381,0.156965,0.1753875
LKR,1.257585,0.93689,1.0972375
Neb-cGP,7.88905,5.39815,6.6436
Rbp9,0.484815,0.46965,0.4772325
Hsp26,0.23718,0.234005,0.2355925
Rab35,0.56869,0.73023,0.64946
Skeletor,0.401555,0.394055,0.397805
CoVa,2.24855,1.82785,2.0382
CG34423-RA,3.5724,2.6476,3.11
G-salpha60A,0.310445,0.44577,0.3781075
TpnC41C,2.9129,2.0787,2.4958
Rop,0.247295,0.295785,0.27154
RpL39,0.477415,0.536215,0.506815
,1.32025,0.92848,1.124365
Mcr,0.538245,0.42653,0.4823875
LanB1,0.13921,0.292315,0.2157625
,0.291575,0.31555,0.3035625
l(1)G0193,0.82098,#DIV/0!,#DIV/0!
Cha,#DIV/0!,0.44084,#DIV/0!
,1.6105,7.9473,4.7789
levy,2.0775,1.91655,1.997025
tral,0.5808,0.51702,0.54891
CG3967,0.579705,0.677985,0.628845
CSN3,0.847085,0.58504,0.7160625
Treh,0.683335,0.65359,0.6684625
futsch,1.01602,1.10345,1.059735
,0.2689,0.34884,0.30887
Eaat1,0.780845,1.09671,0.9387775
mgl,0.40677,0.34255,0.37466
,3.44215,3.0218,3.231975
CG4893,1.18825,1.08912,1.138685
gish,0.455515,0.54435,0.4999325
CG13043-RA,2.33405,1.9945,2.164275
,0.208715,0.250005,0.22936
,0.988985,1.2885,1.1387425
,0.95484,#DIV/0!,#DIV/0!
,0.77604,0.6379,0.70697
SmD2,0.8366,0.726235,0.7814175
Gpo-1,0.73917,0.71469,0.72693
Ank,0.20435,0.236225,0.2202875
,0.674885,0.66686,0.6708725
Cdc42,0.58103,0.73917,0.6601
TpnC73F,0.145775,0.11264,0.1292075
,0.856965,1.023585,0.940275
CG5830-RA,0.800065,0.588,0.6940325
ome,0.961595,0.859235,0.910415
CG13364,1.04845,0.749425,0.8989375
14-3-3zeta,1.3662,1.1899,1.27805
,4.5923,#DIV/0!,#DIV/0!
Arp14D;Arp2,0.599505,0.722675,0.66109
Zasp52,0.19121,0.178115,0.1846625
,1.07724,1.18825,1.132745
AP-1-2beta,0.213795,0.26458,0.2391875
eys,0.61011,0.74771,0.67891
Pmi,1.6077,1.43385,1.520775
jdp,1.13055,1.06952,1.100035
CG10641,1.3222,0.957025,1.1396125
,0.20088,0.176365,0.1886225
Rya-r44F,0.21514,0.228725,0.2219325
CG15173,1.5312,1.5199,1.52555
,1.90545,1.93905,1.92225
Act42A,0.396925,0.278165,0.337545
Capr,0.440745,0.505035,0.47289
Rbcn-3A,0.213335,0.36486,0.2890975
Fas1,1.04728,1.6211,1.33419
,1.3477,1.16005,1.253875
His1:CG33858;His1;His1:CG33807;His1:CG33834,1.32235,1.28375,1.30305
CaMKII,0.284365,0.3422,0.3132825
Nmdmc,0.855425,0.870485,0.862955
G-oalpha47A,0.336785,0.506385,0.421585
Argk,1.69425,1.28115,1.4877
Aats-trp,0.80414,0.684235,0.7441875
,2.4162,2.598,2.5071
,3.266,2.4373,2.85165
Tcp-1eta,0.095437,0.1016785,0.09855775
Lsp2,0.21459,0.19501,0.2048
wupA,1.5301,1.2683,1.3992
,0.4589,0.50717,0.483035
,0.841975,0.81634,0.8291575
CHMP2B,1.51255,#DIV/0!,#DIV/0!
Apoltp,0.473105,0.31078,0.3919425
CG1814-RA;CG1814-RB,1.019105,1.10574,1.0624225
pzg,0.2052,0.185125,0.1951625
,0.241975,0.248285,0.24513
Cpr49Ac,0.791265,0.9452,0.8682325
Pu,0.25774,0.226445,0.2420925
,0.19551,0.146185,0.1708475
brp,0.56644,0.5714,0.56892
Map205,0.219325,0.21535,0.2173375
,4.5329,5.1333,4.8331
l(2)01289,0.1892,0.183775,0.1864875
rump,0.477515,0.494335,0.485925
ox,3.22,2.8244,3.0222
CG32103-RB;CG4392,1.08015,1.3172,1.198675
BcDNA.GH02439;BcDNA:GH02439,0.79601,0.94733,0.87167
CG10737-RC,0.35713,0.442035,0.3995825
Unc-89,0.1416,0.118165,0.1298825
CG8500-RA,1.3014,1.33385,1.317625
Cdep,0.49136,0.816195,0.6537775
Su(P),0.633865,0.653275,0.64357
,0.874995,0.922735,0.898865
vari,0.698435,0.68473,0.6915825
,0.57488,0.79994,0.68741
rept,0.44624,0.50728,0.47676
Mhc,0.22187,0.18013,0.201
CG6239,0.29257,0.33108,0.311825
