Gene names,Alpha A30P_day_10, Alpha A53T_day_10, Control _day_10
Bet3,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
vnc,0.268725,0.2622925,0.26550875
,#DIV/0!,#DIV/0!,#DIV/0!
CG7949,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
blos2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
APP-BP1,0.2274,0.265925,0.2466625
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL2,0.26517125,0.260676875,0.262924063
Ufd1-like,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Plod,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Fuca,#DIV/0!,#DIV/0!,#DIV/0!
CG6083-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG32085-RA,#DIV/0!,#DIV/0!,#DIV/0!
RhoGAP68F,#DIV/0!,#DIV/0!,#DIV/0!
thoc6,#DIV/0!,#DIV/0!,#DIV/0!
,0.592925,0.6022075,0.59756625
Smyd4,#DIV/0!,#DIV/0!,#DIV/0!
ArfGAP1,0.52529125,0.529449375,0.527370313
CG10616,#DIV/0!,#DIV/0!,#DIV/0!
SmD1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.78062625,0.762696875,0.771661563
mRpL20,0.4168975,0.40371625,0.410306875
SRm160,1.19104,1.06371,1.127375
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14105,#DIV/0!,#DIV/0!,#DIV/0!
Vps36,#DIV/0!,#DIV/0!,#DIV/0!
Liprin-beta,#DIV/0!,#DIV/0!,#DIV/0!
bru-3,#DIV/0!,#DIV/0!,#DIV/0!
CG8745,#DIV/0!,#DIV/0!,#DIV/0!
CG32138,#DIV/0!,#DIV/0!,#DIV/0!
Pex1,#DIV/0!,#DIV/0!,#DIV/0!
bbg,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mop,0.4713925,0.43653875,0.453965625
,0.91312375,0.884858125,0.898990938
mRpL39,0.3942375,0.39189625,0.393066875
CTPsyn,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Pex3,#DIV/0!,#DIV/0!,#DIV/0!
Prp31,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7857-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG7427,#DIV/0!,#DIV/0!,#DIV/0!
UFSP2,#DIV/0!,#DIV/0!,#DIV/0!
CG12304;CG12304-RB,0.25926125,0.252191875,0.255726563
CG15715-RA,#DIV/0!,#DIV/0!,#DIV/0!
,1.63896125,2.033271875,1.836116563
CG5931,4.91673125,4.138646875,4.527689063
CG17026-RA,#DIV/0!,#DIV/0!,#DIV/0!
Hip14,#DIV/0!,#DIV/0!,#DIV/0!
CG5161,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG13062-RA,#DIV/0!,#DIV/0!,#DIV/0!
Nplp3,#DIV/0!,#DIV/0!,#DIV/0!
,0.8386425,0.99891875,0.918780625
,0.1805725,0.19261875,0.186595625
mRpS34,0.3954525,0.41198125,0.403716875
CG4933,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
RAF2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Syx8,#DIV/0!,#DIV/0!,#DIV/0!
l(3)73Ah,#DIV/0!,#DIV/0!,#DIV/0!
,0.2799175,0.27329625,0.276606875
,#DIV/0!,#DIV/0!,#DIV/0!
Baldspot,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9705,0.69632,0.66754,0.68193
Lmpt,#DIV/0!,#DIV/0!,#DIV/0!
,0.2759275,0.32373625,0.299831875
Fit2,#DIV/0!,#DIV/0!,#DIV/0!
,0.70454375,0.705158125,0.704850938
CG32174,#DIV/0!,#DIV/0!,#DIV/0!
Oatp74D,#DIV/0!,#DIV/0!,#DIV/0!
U4-U6-60K,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Adgf-A,#DIV/0!,#DIV/0!,#DIV/0!
Prestin,#DIV/0!,#DIV/0!,#DIV/0!
CG5290-RA,#DIV/0!,#DIV/0!,#DIV/0!
mRpS26,0.474075,0.5027325,0.48840375
,0.2729625,0.25950375,0.266233125
Aut1,0.34413625,0.351749375,0.347942813
CSN1b,0.52832375,0.570750625,0.549537188
,1.74803,1.605745,1.6768875
,0.28880375,0.279425625,0.284114688
Acp76A,#DIV/0!,#DIV/0!,#DIV/0!
,0.6856825,0.74318875,0.714435625
CG10424,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Bet1,#DIV/0!,#DIV/0!,#DIV/0!
Gbs-76A,#DIV/0!,#DIV/0!,#DIV/0!
CG32206-RB,1.0595475,1.01087125,1.035209375
,#DIV/0!,#DIV/0!,#DIV/0!
Cpr76Bb,#DIV/0!,#DIV/0!,#DIV/0!
l(3)76BDr,#DIV/0!,#DIV/0!,#DIV/0!
CG9330-RA,0.4386025,0.48201875,0.460310625
CG9368-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.4101,0.42113,0.415615
l(3)76BDm,#DIV/0!,#DIV/0!,#DIV/0!
serp,0.27948125,0.259956875,0.269719063
Grasp65,#DIV/0!,#DIV/0!,#DIV/0!
CG14184-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG32226,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Spn77Bb,#DIV/0!,#DIV/0!,#DIV/0!
Pmp70,1.11039,1.058035,1.0842125
,#DIV/0!,#DIV/0!,#DIV/0!
Arp10,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
NAA20,#DIV/0!,#DIV/0!,#DIV/0!
Nat1,0.35657375,0.399240625,0.377907188
mRpS14,#DIV/0!,#DIV/0!,#DIV/0!
Mec2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG7332,0.30673375,0.284548125,0.295640938
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG18259-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.6172,0.60912,0.61316
,#DIV/0!,#DIV/0!,#DIV/0!
Frq2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG6762,0.54897875,0.559773125,0.554375938
,#DIV/0!,#DIV/0!,#DIV/0!
RhoGAPp190,0.31277,0.2967,0.304735
,#DIV/0!,#DIV/0!,#DIV/0!
CG5172-RD,0.096726,0.09865075,0.097688375
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG16700-RA,#DIV/0!,#DIV/0!,#DIV/0!
UBR1,0.4729475,0.42830625,0.450626875
RSG7,#DIV/0!,#DIV/0!,#DIV/0!
mRpL22,#DIV/0!,#DIV/0!,#DIV/0!
rok,#DIV/0!,#DIV/0!,#DIV/0!
,0.231215,0.2339075,0.23256125
mbt,#DIV/0!,#DIV/0!,#DIV/0!
crl,#DIV/0!,#DIV/0!,#DIV/0!
Cap,#DIV/0!,#DIV/0!,#DIV/0!
rngo,#DIV/0!,#DIV/0!,#DIV/0!
CG9947-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Aats-arg,0.25579375,0.265178125,0.260485938
mRpL3,0.4101825,0.40303125,0.406606875
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.3620525,0.33449875,0.348275625
CG7872,#DIV/0!,#DIV/0!,#DIV/0!
CG7860,#DIV/0!,#DIV/0!,#DIV/0!
Gmap,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Scamp,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cyp4s3,0.2076275,0.21367125,0.210649375
CG9065-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14411-RA,#DIV/0!,#DIV/0!,#DIV/0!
Ag5r,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpS25,#DIV/0!,#DIV/0!,#DIV/0!
dpr8,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL38,#DIV/0!,#DIV/0!,#DIV/0!
CG11590-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG11134,0.55124875,0.555185625,0.553217188
CG9940,#DIV/0!,#DIV/0!,#DIV/0!
Tango2,#DIV/0!,#DIV/0!,#DIV/0!
tth,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG34324-RA,#DIV/0!,#DIV/0!,#DIV/0!
,1.5714,1.65035,1.610875
Rbp1-like,0.83054125,0.815061875,0.822801563
,#DIV/0!,#DIV/0!,#DIV/0!
coq5,#DIV/0!,#DIV/0!,#DIV/0!
CG12096-RA,#DIV/0!,#DIV/0!,#DIV/0!
Bap60,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG2200,1.8242375,1.92878125,1.876509375
mRpL49,#DIV/0!,#DIV/0!,#DIV/0!
CG4410,#DIV/0!,#DIV/0!,#DIV/0!
CG3775-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cpr11B,#DIV/0!,#DIV/0!,#DIV/0!
Cpr11A,#DIV/0!,#DIV/0!,#DIV/0!
Pkcdelta,#DIV/0!,#DIV/0!,#DIV/0!
Tango4,#DIV/0!,#DIV/0!,#DIV/0!
CG15735,#DIV/0!,#DIV/0!,#DIV/0!
fw,#DIV/0!,#DIV/0!,#DIV/0!
pot,#DIV/0!,#DIV/0!,#DIV/0!
Upf1,#DIV/0!,#DIV/0!,#DIV/0!
CG15738,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.26757,0.27641,0.27199
ATP7,#DIV/0!,#DIV/0!,#DIV/0!
p24-1,#DIV/0!,#DIV/0!,#DIV/0!
Amun,0.43027625,0.428759375,0.429517813
FucT6,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
rho-4,#DIV/0!,#DIV/0!,#DIV/0!
e(y)2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG1749,3.05504,2.648285,2.8516625
Cyp4g15,0.2835225,0.30815625,0.295839375
HP5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG1737-RA,0.589225,0.6327525,0.61098875
,0.47425625,0.443039375,0.458647813
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Aats-leu,#DIV/0!,#DIV/0!,#DIV/0!
axo,#DIV/0!,#DIV/0!,#DIV/0!
mRpS6,0.81209125,0.738229375,0.775160313
CG15014,#DIV/0!,#DIV/0!,#DIV/0!
,0.27239875,0.275598125,0.273998438
CG11586-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.66949875,0.620078125,0.644788438
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mul1,#DIV/0!,#DIV/0!,#DIV/0!
CG14985-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mge,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG14977,#DIV/0!,#DIV/0!,#DIV/0!
CG12006,#DIV/0!,#DIV/0!,#DIV/0!
eIF5B,0.56527875,0.662443125,0.613860938
,0.1969325,0.19895125,0.197941875
,#DIV/0!,#DIV/0!,#DIV/0!
CG14966-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cht7,0.61455125,0.604566875,0.609559063
CG32486,#DIV/0!,#DIV/0!,#DIV/0!
mRpS35,0.2898925,0.28609875,0.287995625
Fife,#DIV/0!,#DIV/0!,#DIV/0!
Aats-pro,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG16986-RA,#DIV/0!,#DIV/0!,#DIV/0!
Spn,0.55304625,0.543979375,0.548512813
Cyp4d20,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL23,#DIV/0!,#DIV/0!,#DIV/0!
ecd,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
BEST:HL03644,#DIV/0!,#DIV/0!,#DIV/0!
mv,#DIV/0!,#DIV/0!,#DIV/0!
Mfap1,#DIV/0!,#DIV/0!,#DIV/0!
HBS1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cht2,0.672375,0.65492,0.6636475
n-syb,#DIV/0!,#DIV/0!,#DIV/0!
,0.22654625,0.234189375,0.230367813
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cct2,#DIV/0!,#DIV/0!,#DIV/0!
312,#DIV/0!,#DIV/0!,#DIV/0!
Ptp61F,#DIV/0!,#DIV/0!,#DIV/0!
l(3)02640,#DIV/0!,#DIV/0!,#DIV/0!
,0.61588,0.5996,0.60774
Trh,#DIV/0!,#DIV/0!,#DIV/0!
CG13903,0.46164875,0.474255625,0.467952188
,0.1810825,0.19266875,0.186875625
CG13900-RA;CG13900,#DIV/0!,#DIV/0!,#DIV/0!
Vti1,#DIV/0!,#DIV/0!,#DIV/0!
RabX6,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Cypl,#DIV/0!,#DIV/0!,#DIV/0!
Cdc5,1.1185625,1.03194375,1.075253125
miple,#DIV/0!,#DIV/0!,#DIV/0!
mRpL17,#DIV/0!,#DIV/0!,#DIV/0!
DIP2,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Jhebp29,#DIV/0!,#DIV/0!,#DIV/0!
CG2811,#DIV/0!,#DIV/0!,#DIV/0!
Atf-2,#DIV/0!,#DIV/0!,#DIV/0!
,0.43083125,0.427031875,0.428931563
Cyp9c1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Fcp1,0.6279375,0.63768125,0.632809375
CG11414-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3362,#DIV/0!,#DIV/0!,#DIV/0!
mRpS17,0.4498375,0.45817625,0.454006875
CG4065,#DIV/0!,#DIV/0!,#DIV/0!
gek,0.2414,0.236115,0.2387575
,#DIV/0!,#DIV/0!,#DIV/0!
Fmo-1,#DIV/0!,#DIV/0!,#DIV/0!
CG16787-RA,#DIV/0!,#DIV/0!,#DIV/0!
thoc5,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
egl,#DIV/0!,#DIV/0!,#DIV/0!
mRpL43,0.634115,0.610495,0.622305
Pal2,#DIV/0!,#DIV/0!,#DIV/0!
St1,#DIV/0!,#DIV/0!,#DIV/0!
wmd,0.48853,0.4410975,0.46481375
yellow-d2,#DIV/0!,#DIV/0!,#DIV/0!
yellow-d,#DIV/0!,#DIV/0!,#DIV/0!
,0.43308875,0.426048125,0.429568438
,#DIV/0!,#DIV/0!,#DIV/0!
l(2)06496,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Nup214,#DIV/0!,#DIV/0!,#DIV/0!
Gmer,#DIV/0!,#DIV/0!,#DIV/0!
asrij,#DIV/0!,#DIV/0!,#DIV/0!
CG3501,0.82630125,0.880066875,0.853184063
Cyp6d2,#DIV/0!,#DIV/0!,#DIV/0!
Ugt58Fa,0.63422,0.662595,0.6484075
CG4752-RA,0.40129125,0.399921875,0.400606563
mRpS29,0.34571875,0.350860625,0.348289688
qkr58E-2,0.733535,0.71047,0.7220025
,1.19333125,1.162951875,1.178141563
Rtf1,#DIV/0!,#DIV/0!,#DIV/0!
T3dh,#DIV/0!,#DIV/0!,#DIV/0!
GM130,1.90796875,1.664353125,1.786160938
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
lox2,#DIV/0!,#DIV/0!,#DIV/0!
Rae1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Acox57D-p,5.50315,5.571625,5.5373875
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG34396-RC,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL54,#DIV/0!,#DIV/0!,#DIV/0!
CG15653-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
dgt3,#DIV/0!,#DIV/0!,#DIV/0!
Rx,#DIV/0!,#DIV/0!,#DIV/0!
sktl,#DIV/0!,#DIV/0!,#DIV/0!
nocte,0.61241125,0.614776875,0.613594063
,#DIV/0!,#DIV/0!,#DIV/0!
Hk,#DIV/0!,#DIV/0!,#DIV/0!
CG2974,#DIV/0!,#DIV/0!,#DIV/0!
Cht6,0.73257125,0.756944375,0.744757813
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3004,#DIV/0!,#DIV/0!,#DIV/0!
Gga,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
c12.2,#DIV/0!,#DIV/0!,#DIV/0!
ric8a,#DIV/0!,#DIV/0!,#DIV/0!
,0.60429875,0.610553125,0.607425938
CG12056,#DIV/0!,#DIV/0!,#DIV/0!
Zpr1,#DIV/0!,#DIV/0!,#DIV/0!
dalao,#DIV/0!,#DIV/0!,#DIV/0!
l(1)G0020,#DIV/0!,#DIV/0!,#DIV/0!
Hexo2,0.51331875,0.511893125,0.512605938
Crag,#DIV/0!,#DIV/0!,#DIV/0!
CG12125-RB,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.3465525,0.34531875,0.345935625
GIIIspla2,#DIV/0!,#DIV/0!,#DIV/0!
,0.89088,1.010425,0.9506525
,#DIV/0!,#DIV/0!,#DIV/0!
,0.8879175,0.79817125,0.843044375
p115,0.1992225,0.20230375,0.200763125
,#DIV/0!,#DIV/0!,#DIV/0!
CG1677-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG4593-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG32736,#DIV/0!,#DIV/0!,#DIV/0!
bou,#DIV/0!,#DIV/0!,#DIV/0!
,0.693695,0.6673225,0.68050875
,0.7347175,0.74136125,0.738039375
CG12542,0.6597875,0.74102625,0.700406875
,#DIV/0!,#DIV/0!,#DIV/0!
COQ7,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Spt6,#DIV/0!,#DIV/0!,#DIV/0!
schlank,#DIV/0!,#DIV/0!,#DIV/0!
Spx,#DIV/0!,#DIV/0!,#DIV/0!
raptor,#DIV/0!,#DIV/0!,#DIV/0!
CG4666,0.468315,0.5176975,0.49300625
Tsp5D,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.50658375,0.467733125,0.487158438
,#DIV/0!,#DIV/0!,#DIV/0!
lin-52,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
NAAT1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG3556,#DIV/0!,#DIV/0!,#DIV/0!
,0.38615125,0.397566875,0.391859063
mRpL33,#DIV/0!,#DIV/0!,#DIV/0!
CG6133,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG2930-RA,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.29957,0.29037,0.29497
dnc,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
mRpL14,#DIV/0!,#DIV/0!,#DIV/0!
l(1)G0144,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
Mct1,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
eIF2B-epsilon,#DIV/0!,#DIV/0!,#DIV/0!
mip130,#DIV/0!,#DIV/0!,#DIV/0!
mRpL16,0.23157625,0.226209375,0.228892813
CG14805-RA,#DIV/0!,#DIV/0!,#DIV/0!
CG14817-RA,#DIV/0!,#DIV/0!,#DIV/0!
EG:BACN32G11.3,#DIV/0!,#DIV/0!,#DIV/0!
CG14770-RA,#DIV/0!,#DIV/0!,#DIV/0!
EG:103E12.2,0.27787875,0.281760625,0.279819688
TRAM,#DIV/0!,#DIV/0!,#DIV/0!
Roc1a,0.70762,0.674815,0.6912175
l(1)1Bi,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
,0.3024425,0.31210875,0.307275625
,#DIV/0!,#DIV/0!,#DIV/0!
,#DIV/0!,#DIV/0!,#DIV/0!
CG9572-RA,#DIV/0!,#DIV/0!,#DIV/0!
Nep3,#DIV/0!,#DIV/0!,#DIV/0!
sec10,#DIV/0!,#DIV/0!,#DIV/0!
pic,#DIV/0!,#DIV/0!,#DIV/0!
Vha100-1,#DIV/0!,#DIV/0!,#DIV/0!
Ublcp1,#DIV/0!,#DIV/0!,#DIV/0!
,2.220475,2.0894125,2.15494375
snama,#DIV/0!,#DIV/0!,#DIV/0!
Thor,#DIV/0!,#DIV/0!,#DIV/0!
sra,#DIV/0!,#DIV/0!,#DIV/0!
Cas,0.3253925,0.35268375,0.339038125
fl(2)d,#DIV/0!,#DIV/0!,#DIV/0!
Abi,0.647485,0.68037,0.6639275
Tim9b,#DIV/0!,#DIV/0!,#DIV/0!
epsilonCOP,0.75145625,0.705589375,0.728522813
Madm,#DIV/0!,#DIV/0!,#DIV/0!
BcDNA.GH10229,1.3303625,1.32341875,1.326890625
CG3149,#DIV/0!,#DIV/0!,#DIV/0!
cert,0.2590675,0.26235125,0.260709375
l(2)35Df,#DIV/0!,#DIV/0!,#DIV/0!
CG7601,#DIV/0!,#DIV/0!,#DIV/0!
BcDNA.GH04978,#DIV/0!,#DIV/0!,#DIV/0!
obst-B,#DIV/0!,#DIV/0!,#DIV/0!
vav;Vav,1.667875,1.7669625,1.71741875
MAPk-Ak2,1.1763075,1.12028625,1.148296875
Arp66B,0.2449175,0.24496125,0.244939375
MRP,0.3490925,0.33772875,0.343410625
PGRP-SB1,#DIV/0!,#DIV/0!,#DIV/0!
Ide,1.7151625,1.45827125,1.586716875
,10.677675,10.8140625,10.74586875
Epac,#DIV/0!,#DIV/0!,#DIV/0!
mmd,#DIV/0!,#DIV/0!,#DIV/0!
Cyp313a1,0.6440975,0.76228375,0.703190625
pod1,0.3257325,0.32844125,0.327086875
,0.22508375,0.229575625,0.227329688
AIF,0.4848175,0.45027125,0.467544375
,#DIV/0!,#DIV/0!,#DIV/0!
emb,1.71239,1.474895,1.5936425
Dlic,0.42971125,0.410309375,0.420010313
rdgA,0.184228625,0.169652938,0.176940781
ScpX,0.58291625,0.624949375,0.603932813
,0.28696,0.2935925,0.29027625
AttC,#DIV/0!,#DIV/0!,#DIV/0!
brm,0.3551025,0.36055875,0.357830625
l(2)gl,0.4427225,0.41574875,0.429235625
Aats-ile,0.24024125,0.238974375,0.239607813
SPoCk,0.55861875,0.503010625,0.530814688
unc-104,0.309435,0.2915725,0.30050375
mor,0.47587125,0.484546875,0.480209063
Cpr50Cb,0.83845875,0.870995625,0.854727188
,1.254025,1.2669375,1.26048125
Hsp22,0.21558875,0.257408125,0.236498438
Ih,#DIV/0!,#DIV/0!,#DIV/0!
,1.3326125,1.27686875,1.304740625
lectin-28C,1.0172275,1.03125625,1.024241875
l(2)k14710,1.513605,1.3207825,1.41719375
,0.62975125,0.649911875,0.639831563
AttB;AttA,#DIV/0!,#DIV/0!,#DIV/0!
CG8475,#DIV/0!,#DIV/0!,#DIV/0!
betaTub60D,0.18075875,0.183895625,0.182327188
Gfat2,0.40640875,0.390825625,0.398617188
FKBP59,0.268815,0.2663175,0.26756625
jbug,0.22547625,0.252444375,0.238960313
Pect,0.37674625,0.400324375,0.388535313
bgm,#DIV/0!,#DIV/0!,#DIV/0!
Ugt36Bc,1.22997375,1.236388125,1.233180938
Papss,0.49586,0.4976075,0.49673375
NitFhit,0.96518375,0.958555625,0.961869688
Hsp27,0.35687875,0.361700625,0.359289688
bbc,#DIV/0!,#DIV/0!,#DIV/0!
Fbp2,0.1810125,0.18705375,0.184033125
sdt,0.34027625,0.324634375,0.332455313
,#DIV/0!,#DIV/0!,#DIV/0!
Nsf2,0.487755,0.5445125,0.51613375
,1.585625,1.5888375,1.58723125
,0.6216925,0.58174375,0.601718125
Fmr1,0.44873,0.4340475,0.44138875
Fbp1,1.20377,1.16783,1.1858
,0.54115625,0.490879375,0.516017813
Gal,1.2730125,1.16563125,1.219321875
Dab,0.541945,0.5287325,0.53533875
Drep-2,0.28544375,0.286750625,0.286097188
AGO2,0.6509525,0.59936625,0.625159375
CG1665-RA,1.37353,1.52975,1.45164
Gint3,1.38903875,1.732443125,1.560740938
,1.410725,1.4784625,1.44459375
Lsp1alpha,0.80208,0.7849375,0.79350875
