Gene names, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_30_1, Alpha _day_30_2,
Tim9b,NaN,NaN,NaN,NaN,
epsilonCOP,NaN,NaN,0.62641,0.66842,
Madm,NaN,NaN,NaN,NaN,
BcDNA.GH10229,NaN,NaN,1.1159,NaN,
CG3149,NaN,NaN,NaN,NaN,
cert,NaN,NaN,0.46811,NaN,
l(2)35Df,NaN,NaN,NaN,NaN,
CG7601,NaN,NaN,NaN,0.81644,
BcDNA.GH04978,NaN,NaN,NaN,NaN,
obst-B,NaN,NaN,NaN,NaN,
vav;Vav,0.18322,NaN,8.0098,0.61956,
MAPk-Ak2,0.31668,0.36532,2.4075,NaN,
Arp66B,0.30617,0.26708,2.1766,NaN,
MRP,0.34615,0.29832,2.3607,0.70953,
PGRP-SB1,0.096249,0.25749,0.535,0.29483,
Ide,0.22852,0.21875,1.1924,0.34448,
,0.21691,0.19969,1.0087,0.9648,
Epac,0.18425,0.16494,0.72429,0.33267,
mmd,0.12638,0.26166,0.45962,0.3493,
Cyp313a1,0.55162,0.37979,1.9909,0.40932,
pod1,0.13747,NaN,0.4888,NaN,
,4.6484,12.6,16.081,14.693,
AIF,0.23275,0.22729,0.79931,0.27403,
,1.3471,1.0666,4.4905,0.92802,
emb,0.13142,0.16994,0.43419,0.43391,
Dlic,0.35949,0.3621,1.1691,0.39945,
rdgA,0.043909,0.060774,0.14181,0.13436,
ScpX,0.42812,0.59059,1.3763,0.38935,
,0.34427,NaN,1.0418,0.745,
AttC,0.22149,0.06453,0.64688,0.14963,
brm,0.55051,0.20737,1.5888,NaN,
l(2)gl,0.23224,NaN,0.65401,NaN,
Aats-ile,0.19848,0.33661,0.55657,0.2015,
SPoCk,0.17757,0.44208,0.47464,0.37101,
unc-104,0.26523,0.48554,0.68313,0.35841,
mor,0.48073,0.60923,1.2298,1.0125,
Cpr50Cb,1.4997,1.8247,3.6993,2.8749,
,0.83773,0.80867,1.9994,1.6804,
Hsp22,0.087271,0.16677,0.20786,0.52436,
Ih,0.19641,NaN,0.46245,0.57665,
,0.76278,0.80454,1.7819,1.0742,
lectin-28C,0.24313,0.18189,0.56721,0.50219,
l(2)k14710,0.15779,0.31305,0.36644,0.41875,
,0.51252,0.41411,1.1821,0.76791,
AttB;AttA,0.076789,0.057587,0.17583,0.16927,
CG8475,0.2488,0.41539,0.56802,NaN,
betaTub60D,0.15618,0.36594,0.35371,0.1872,
Gfat2,0.17542,NaN,0.39703,0.1527,
FKBP59,0.40504,0.55488,0.88645,0.88315,
jbug,0.18763,0.20463,0.40343,0.34063,
Pect,0.27899,0.45726,0.59817,NaN,
bgm,0.70233,0.30597,1.4896,0.28835,
Ugt36Bc,0.58696,1.033,1.2413,1.211,
Papss,0.56017,0.73258,1.1821,0.70139,
NitFhit,0.30887,0.36213,0.65114,0.50603,
Hsp27,3.0761,3.2707,6.4772,7.3351,
bbc,0.31893,0.30348,0.67,NaN,
Fbp2,2.7659,2.695,5.7755,5.9462,
sdt,0.16155,0.35038,0.33082,0.27145,
,0.1996,NaN,0.40789,0.45446,
Nsf2,0.25473,0.25345,0.52002,0.43477,
,0.86517,1.1443,1.7479,1.527,
,0.24732,0.34008,0.48725,0.40332,
Fmr1,0.80138,1.7536,1.5758,1.0989,
Fbp1,4.267,4.2868,8.252,7.355,
,0.17243,0.36452,0.33345,0.36672,
Gal,1.849,1.4124,3.5462,2.3258,
Dab,0.59485,NaN,1.1373,0.67502,
Drep-2,0.19689,0.38324,0.37619,0.33954,
AGO2,0.0974,0.19425,0.18546,0.36528,
CG1665-RA,0.86819,1.0552,1.6438,1.5705,
Gint3,0.35085,4.7542,0.66376,0.62807,
,0.90501,0.96383,1.703,1.6533,
Lsp1alpha,4.0093,3.8718,7.4843,8.3694,
Hrd3,1.2759,1.8045,2.3775,1.7502,
Liprin-alpha,0.3192,0.50492,0.58586,0.3949,
Obp56g,0.69654,0.69565,1.2765,1.2478,
Osbp,0.2354,0.21997,0.42801,0.34742,
Pvr,0.20005,0.1905,0.36304,0.18649,
qm,0.50778,0.74396,0.92036,0.89548,
dock,0.38802,0.39498,0.70004,NaN,
,0.89755,1.3259,1.6189,1.3207,
Aats-asp,0.37758,0.37605,0.67933,0.45048,
,0.040514,0.037804,0.072844,0.062,
PIP5K59B,0.22573,0.16297,0.40084,0.44772,
Scp1,0.83937,0.78405,1.489,1.4017,
CG10361-RA,0.39297,0.46307,0.68984,0.45016,
CG17493,0.63249,0.76473,1.1089,0.78793,
CG5110,0.63945,0.75999,1.1204,0.74162,
Cpr51A,1.3326,1.743,2.3307,2.3485,
,0.21783,NaN,0.37931,0.41188,
Src42A,0.22338,0.28196,0.3871,0.28298,
,0.18665,0.23505,0.32104,0.2608,
,0.72527,NaN,1.2466,1.1371,
CG6723-RA,0.42027,0.71373,0.72126,0.635,
,0.084714,0.13543,0.14498,0.15249,
,1.5867,NaN,2.6945,1.5467,
scb,0.99377,NaN,1.6797,1.5265,
l(2)01289,0.24016,0.22744,0.40575,0.36429,
,0.43481,0.59835,0.72959,0.70392,
,0.22562,0.27206,0.37659,0.26158,
,0.27983,0.37608,0.46543,0.38764,
vir-1,0.56499,0.57756,0.93953,1.0148,
mys,0.29966,0.30755,0.49409,0.62934,
,1.0459,1.2683,1.718,1.1768,
CG31751-RA,0.47455,0.61238,0.77783,0.54275,
kst,0.23191,0.2865,0.37932,0.40032,
,0.25475,0.31221,0.41555,0.30792,
,1.0416,NaN,1.6829,1.8707,
mRpL1,2.1529,2.7485,3.4702,NaN,
EG:22E5.5,0.29027,0.30126,0.46783,0.5782,
Tep3,0.66095,0.90728,1.0652,1.3699,
,0.61407,0.81679,0.98583,0.87339,
PI4KIIIalpha,0.47778,0.15155,0.76629,0.49128,
Gbeta5,0.44018,0.59789,0.70539,0.53676,
CG6208-RA,1.5005,1.189,2.4019,1.6993,
Pkc98E,0.2566,0.17947,0.41016,0.19999,
CG7770,1.0247,1.5419,1.6376,1.3951,
Prm,1.0396,1.4571,1.661,1.7435,
CG1090,0.39964,0.41908,0.63818,0.55105,
CG1358-RB,0.69109,0.68444,1.1028,1.1492,
Mlp84B,0.22027,0.16813,0.35041,0.64831,
Drat,0.2743,0.3649,0.43553,0.39787,
Tsp42Ed,0.88558,0.93772,1.3994,1.3364,
Nrt,0.94236,1.5594,1.489,1.9991,
Cct5,0.45594,0.38398,0.71937,0.55162,
LKR,0.27697,0.39772,0.43577,0.45633,
Neb-cGP,2.2565,3.0241,3.5214,1.962,
Rbp9,1.1805,NaN,1.8413,1.7792,
Hsp26,1.0687,1.226,1.6596,2.0365,
Rab35,0.52318,0.69141,0.81198,0.8142,
Skeletor,1.553,2.0915,2.4064,2.699,
CoVa,0.96362,0.9151,1.492,1.3553,
CG34423-RA,1.1934,1.3432,1.8258,2.1062,
G-salpha60A,0.24697,0.24557,0.37755,0.30164,
TpnC41C,2.0542,1.739,3.1392,NaN,
Rop,0.1697,0.16233,0.2593,0.26681,
RpL39,0.97097,1.1681,1.4819,1.4193,
,1.105,1.052,1.676,1.6271,
Mcr,0.56735,0.69201,0.85947,0.9241,
LanB1,0.11608,0.11542,0.17579,0.15222,
,0.25798,0.21197,0.39063,0.35239,
l(1)G0193,0.46478,0.45681,0.70238,0.79247,
Cha,0.1159,0.12881,0.17462,NaN,
,0.52193,0.57481,0.78397,0.66286,
levy,0.92692,0.89163,1.3836,0.93616,
tral,0.50771,0.61923,0.75681,0.85175,
CG3967,0.55459,0.60318,0.82615,0.82446,
CSN3,1.0555,1.1536,1.5691,NaN,
Treh,0.38231,0.42092,0.56832,0.54265,
futsch,0.55418,0.64184,0.82078,0.77198,
,0.26186,NaN,0.38775,NaN,
Eaat1,0.72366,0.80228,1.0701,0.89268,
mgl,0.45766,0.3151,0.67609,0.48606,
,1.6617,1.9559,2.453,2.4385,
CG4893,1.2725,1.2666,1.8762,1.7709,
gish,0.31417,0.45014,0.46277,0.42117,
CG13043-RA,3.6538,4.2871,5.343,5.1779,
,0.27209,0.33708,0.39782,0.31954,
,0.61882,0.56993,0.90391,0.86834,
,0.36395,0.50031,0.53137,0.52152,
,0.7446,0.91008,1.0824,0.77215,
SmD2,1.3366,1.2092,1.9422,1.5593,
Gpo-1,0.43872,0.44696,0.63584,0.6432,
Ank,0.18511,0.17506,0.26789,0.13493,
,0.41551,0.37863,0.60126,0.53448,
Cdc42,0.61098,0.78724,0.88136,0.85266,
TpnC73F,1.4858,1.7805,2.1394,2.0269,
,0.55224,0.73185,0.79287,0.62878,
CG5830-RA,0.45388,0.2253,0.64931,0.54872,
ome,1.0463,1.5218,1.4936,1.4353,
CG13364,1.395,1.3504,1.9876,NaN,
14-3-3zeta,0.75102,0.71877,1.0698,0.78759,
,1.539,2.0049,2.1893,1.9484,
Arp14D;Arp2,0.55384,0.93492,0.78674,0.82342,
Zasp52,0.24335,0.17427,0.34533,0.34143,
,0.68952,0.70162,0.97754,0.73929,
AP-1-2beta,0.18867,0.21129,0.26716,0.30011,
eys,0.41512,0.45719,0.58733,0.57945,
Pmi,0.57014,0.6291,0.80464,0.71876,
jdp,0.68183,0.65409,0.96179,0.87327,
CG10641,1.1762,1.6196,1.6585,1.4784,
,0.36462,0.34668,0.51004,0.37634,
Rya-r44F,0.20001,0.14846,0.27974,0.30657,
CG15173,1.0439,1.615,1.4584,1.5067,
,1.0136,1.4866,1.4158,1.3379,
Act42A,0.5864,0.64963,0.8179,0.83667,
Capr,0.76775,0.94668,1.0693,0.95953,
Rbcn-3A,0.1602,0.12582,0.22307,0.30908,
Fas1,0.60036,0.57162,0.83579,0.76538,
,1.1054,1.4234,1.5387,1.3616,
His1:CG33858;His1;His1:CG33807;His1:CG33834,1.1502,0.9509,1.5955,1.6438,
CaMKII,0.26607,0.25895,0.36846,0.34161,
Nmdmc,0.64433,0.75691,0.89114,0.80106,
G-oalpha47A,0.26602,0.27551,0.3676,0.34014,
Argk,0.79215,0.8973,1.0936,0.80191,
Aats-trp,0.78958,0.84952,1.0813,0.76508,
,0.45603,NaN,0.62432,2.5142,
,1.8443,1.6327,2.5249,2.3036,
Tcp-1eta,0.2601,0.2967,0.3558,0.27037,
Lsp2,3.5242,3.5792,4.8145,5.1701,
wupA,1.3526,1.3837,1.8472,1.6764,
,0.60326,0.52419,0.82283,0.86178,
,0.7881,0.75797,1.0748,1.0356,
CHMP2B,0.88347,0.98742,1.2048,1.2078,
Apoltp,0.26205,0.3391,0.35714,0.31795,
CG1814-RA;CG1814-RB,0.38128,0.38876,0.5194,0.57608,
pzg,0.20911,0.25635,0.28432,0.22394,
,0.31955,NaN,0.43442,0.50066,
Cpr49Ac,1.3288,1.6469,1.8055,2.2492,
Pu,4.667,4.1824,6.3183,7.0799,
,0.094767,0.10579,0.12825,0.12617,
brp,0.32066,0.31321,0.43327,0.40513,
Map205,0.46516,0.48835,0.628,0.75051,
,0.37206,0.36894,0.50159,0.49879,
l(2)01289,0.2786,0.29778,0.3752,0.30871,
rump,0.67258,0.82354,0.90577,0.8334,
ox,1.3634,1.7086,1.8348,1.7527,
CG32103-RB;CG4392,0.55147,0.64228,0.74189,0.83689,
BcDNA.GH02439;BcDNA:GH02439,0.51297,0.51546,0.68974,0.59353,
CG10737-RC,0.50747,0.6371,0.68229,0.6475,
Unc-89,0.12427,0.14523,0.1668,0.169,
CG8500-RA,0.82811,1.0233,1.1107,1.2291,
Cdep,0.35555,0.18452,0.47632,0.38532,
Su(P),0.5821,0.77064,0.77922,0.83462,
,0.48107,0.53809,0.64382,0.62261,
vari,0.70831,0.86071,0.94723,0.8925,
,0.37227,0.36331,0.49771,0.46541,
rept,0.45422,0.47776,0.60723,0.49348,
Mhc,0.17032,0.1645,0.22768,0.20496,
CG6239,0.37705,0.41562,0.50368,0.42166,
Arpc1,0.66916,0.78585,0.88995,0.88837,
His2B,1.7578,1.4438,2.3374,2.5229,
,1.3848,1.5502,1.8408,1.867,
pnut,0.49253,0.57111,0.65439,0.63061,
fax,0.80334,0.84176,1.0652,1.0766,
Swim,0.28873,0.35283,0.38225,0.3906,
Galpha49B,0.36294,0.42681,0.48024,0.45699,
,0.42908,0.43795,0.56719,0.58798,
His4,1.6576,1.4205,2.1902,2.3169,
,1.059,1.1409,1.3983,1.4167,
Obp44a,3.2501,3.1532,4.2892,4.9296,
His2A:CG33856;His2A,1.4717,1.3319,1.9415,2.0229,
betaTub56D,0.27027,0.26762,0.35637,0.3322,
NP15.6,2.2671,1.4176,2.9883,2.0485,
,0.78478,0.77977,1.0344,1.1221,
Dek,1.0471,1.0024,1.3801,1.2554,
,0.43685,0.66632,0.57528,0.63141,
,1.443,1.6297,1.8994,2.1396,
P58IPK,1.0691,1.3699,1.4064,1.3315,
,0.47449,0.49714,0.62407,0.59398,
,1.7631,1.6355,2.318,2.3184,
SmD3,1.7804,1.7758,2.3399,2.2879,
CG8399,0.88823,0.96084,1.1668,1.1214,
Tm1,1.7774,1.6636,2.3331,2.2774,
Zn72D,0.23775,NaN,0.31125,NaN,
betaTub97EF,0.41734,0.39552,0.54626,0.54666,
Chc,0.080958,0.088373,0.10596,0.11174,
Pcmt,0.94144,0.85073,1.232,1.0347,
Rab39,0.94138,1.2086,1.2315,1.1702,
Hsp68,0.26568,0.42582,0.34754,0.37017,
AP-2sigma,0.88472,1.0354,1.1571,1.1403,
flw,0.14443,NaN,0.18886,0.20303,
CG8891,0.67543,0.84607,0.88311,1.2985,
LamC,0.96848,1.0343,1.2661,1.3336,
,0.79991,0.96768,1.0454,0.96705,
,0.77875,0.79717,1.0169,1.073,
Nca,0.88914,0.99479,1.1595,1.1765,
slgA,0.28166,0.25476,0.36701,0.37049,
Snap,0.42864,0.41779,0.55819,0.58774,
CG34439-RA,1.913,1.8281,2.4909,2.0368,
Arc1;CR10102,0.218,0.12454,0.2838,0.23305,
kcc,0.4574,0.46245,0.59484,0.51565,
TotA,1.0823,1.1472,1.4052,1.229,
Vps13,0.22063,0.23584,0.28627,0.28473,
Scox,0.43033,0.44939,0.55834,0.61951,
Strn-Mlck,0.19072,0.16419,0.24742,0.23988,
l(2)k09913,1.1512,1.2236,1.4927,1.424,
Eps-15,0.45068,0.44781,0.58433,0.66849,
,0.70721,0.73944,0.91549,0.91959,
Prosbeta5,0.96432,1.2331,1.2479,1.2828,
prc,1.6584,1.5669,2.1435,1.9015,
igl,0.92272,0.91903,1.1917,1.1643,
ste24a,0.77276,0.82108,0.99798,0.63483,
mtd,0.23075,0.26001,0.29763,0.30355,
CG6327-RA,0.3661,0.43004,0.47204,0.45455,
Fas1,0.59004,0.61213,0.76033,0.74367,
Pax,0.27446,0.33594,0.35346,0.30986,
,0.20884,0.27324,0.26876,0.23897,
gammaSnap,0.48255,0.50759,0.62037,0.57331,
CG31345-RA,1.3146,1.2703,1.6886,1.6978,
CG5758-RC,1.2215,1.4342,1.5687,1.6186,
,0.70594,0.69147,0.90604,0.85361,
LanA,0.18103,0.25219,0.23221,0.22621,
vps2,1.2488,1.6601,1.6007,1.4129,
,0.84331,0.93664,1.0809,1.2538,
CG11005,0.55972,0.68241,0.71726,0.59952,
Atpalpha,0.15362,0.14056,0.19681,0.18441,
p38b,0.69779,0.62281,0.89375,0.62298,
,8.4379,8.0441,10.804,11.133,
,0.66166,0.67205,0.84689,0.8237,
Ggamma1,0.93017,0.93661,1.1902,1.118,
Tapdelta,1.613,1.7114,2.0636,1.3116,
sls,0.1376,0.18101,0.17592,0.23244,
BcDNA.GH05536,1.9179,1.8707,2.4514,2.5294,
Arr1,0.20928,0.23469,0.26734,0.23481,
stnB,0.25077,0.25226,0.31961,0.25941,
IA-2,0.44146,0.37012,0.5626,0.55725,
,1.3538,1.3329,1.7252,1.536,
mRpL30,1.4688,1.8039,1.8669,NaN,
Tm2,1.3577,1.1695,1.7244,1.621,
,0.5268,0.64948,0.66873,0.74491,
Khc,0.18572,0.20641,0.23561,0.22754,
dj-1beta,0.69043,0.68859,0.87557,0.79755,
ImpL3,0.60375,0.89153,0.76564,0.74798,
n-syb,1.2619,1.364,1.5998,1.2402,
chp,0.15232,0.14938,0.19308,0.20494,
scf,1.0259,1.2595,1.3001,1.4439,
Rab10,0.48904,0.55777,0.61929,0.49992,
Droj2,0.34387,0.34514,0.43542,0.38466,
smt3,1.5618,1.6666,1.9773,1.5556,
robl,1.6999,2.1545,2.152,2.3757,
Snx6,0.49958,0.57711,0.63224,0.55165,
uzip,1.7995,2.0184,2.2766,2.3964,
mt:ND5,0.48237,0.46393,0.6101,0.52995,
Ank2,0.36932,0.45676,0.46677,0.47031,
fbl,1.1571,0.88152,1.4624,1.4143,
Tm1,1.5346,1.4839,1.9388,1.8461,
prom,0.51097,0.49442,0.64454,0.67125,
Syx1A,0.89999,0.88148,1.1351,1.1504,
,1.2263,1.2496,1.5462,1.607,
,0.36565,0.41298,0.46102,0.46453,
,0.88066,NaN,1.1099,1.0155,
NUCB1,1.9856,2.1209,2.5024,2.6674,
tsr,0.77543,0.85015,0.97696,0.93458,
Fas2,1.1856,1.3388,1.4921,1.4331,
mt:Cyt-b,1.4213,1.5587,1.7878,1.7203,
,0.81507,0.97874,1.0249,1.1438,
Aac11,0.39684,NaN,0.49873,0.44299,
l(3)neo18,1.7993,1.8097,2.2605,2.1484,
CG32473-RB;CG32473-RC,0.63434,0.59086,0.79633,0.7991,
,0.2827,0.28589,0.35488,0.37877,
metro,0.51033,0.50762,0.64008,0.65782,
Syt1,0.73148,0.67727,0.91634,0.88899,
Gs1,0.37253,0.40056,0.46643,0.42403,
ltd,0.7525,0.69531,0.94184,1.0013,
Zasp66,1.7202,1.7934,2.1504,2.0353,
CG15881-RA,1.8455,2.3043,2.3069,1.4355,
Prx5,0.89973,0.89869,1.1246,1.0722,
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,1.0139,1.0967,1.267,1.2774,
Tsp96F,0.8786,1.2278,1.097,1.0264,
bnb,1.0409,1.0887,1.2984,1.4001,
Nup98-96,0.44038,0.70797,0.54922,0.67892,
Pfk,0.15832,0.17377,0.1974,0.18903,
Mlp60A,0.69411,0.55839,0.86505,0.79939,
,0.51715,0.71624,0.64431,0.52363,
trol,0.12662,0.18311,0.15769,0.20398,
Lac,1.4312,1.5909,1.7823,1.408,
,0.53173,0.53213,0.66205,0.71779,
SmE,2.2271,2.778,2.7716,NaN,
,0.42074,0.4832,0.52346,0.47382,
Cpr62Bc,1.6839,1.5461,2.095,1.8766,
Rtnl1,1.3969,1.4661,1.7376,1.6494,
TpnC4,2.3403,2.306,2.9084,2.8632,
LSm7,1.3216,1.8584,1.6423,1.7965,
CRMP,0.3618,0.37064,0.4495,0.42895,
Act79B,0.50262,0.45312,0.62393,0.5951,
HmgZ,2.2411,2.589,2.7819,2.2116,
,1.3083,1.3027,1.6229,1.4148,
CG5721,0.82772,NaN,1.0256,0.73475,
Sirup,1.1439,1.1308,1.4173,1.3705,
l(1)G0156,0.48879,0.44754,0.60527,0.5774,
CG5377-RA,1.0546,1.2983,1.3059,1.2995,
Ca-P60A,0.22175,0.20754,0.27435,0.24893,
Chmp1,1.752,1.4098,2.1673,1.8559,
Bj1,0.5504,0.48623,0.6806,0.60969,
,1.5354,1.8475,1.8973,1.7866,
nrv3,0.70632,0.68788,0.87183,0.78357,
up,2.2481,2.0233,2.7738,3.0541,
,1.2866,1.6926,1.5871,1.6694,
His3.3A;His3,1.3326,0.822,1.6432,1.5016,
CG42540,1.3058,1.1185,1.6091,1.4936,
,1.0194,1.0896,1.2561,1.1817,
Jupiter,0.91893,0.9669,1.1317,1.1922,
Cpr72Ec,2.1348,2.3282,2.6288,2.4293,
Syt7,0.49243,0.54053,0.60588,0.66691,
,0.32513,0.37746,0.39984,0.39483,
,0.44255,0.47074,0.5442,0.49274,
,1.0529,1.3636,1.2936,1.3975,
Gbeta13F,0.31637,0.31269,0.38813,0.37463,
GstS1,1.5947,1.6054,1.9564,1.6198,
Uch,0.92352,0.99759,1.1326,1.1311,
CG9112,1.6495,2.0059,2.0227,2.0194,
CG6330-RB,0.61966,0.56138,0.75979,0.76221,
,2.0436,2.263,2.5057,2.6016,
l(2)34Fc,1.9555,2.5532,2.3959,2.5326,
l(1)G0196,0.54299,0.4,0.66516,0.42652,
,0.65756,0.83813,0.80426,0.84599,
hoe1,0.63868,0.78285,0.78113,0.96389,
fln,2.489,2.5102,3.0433,3.0174,
Aats-gly,0.31892,0.34381,0.3898,0.45322,
,0.71391,0.71773,0.87255,0.76304,
Scp2,1.0895,1.0914,1.3316,1.2319,
Chd64,0.59916,0.60269,0.73228,0.76214,
shi,0.31711,0.30243,0.38739,0.38941,
Sap47,1.6256,1.4436,1.9841,1.9492,
inaC,0.12939,0.12341,0.15782,0.16284,
sn,0.31213,0.29096,0.38069,0.39083,
,1.0134,0.97066,1.2359,1.2027,
Cpr49Ae,1.7503,1.8174,2.1345,1.7012,
Ho,1.0265,1.024,1.2497,1.0433,
GstD3,0.87984,1.1321,1.0709,1.1936,
Cpr64Ac,1.7395,1.8006,2.1172,2.1064,
Actn,0.30208,0.28479,0.36756,0.35246,
Rtnl1,1.7315,1.5517,2.1061,2.2585,
CG17273,0.45185,0.58562,0.54957,0.62262,
Cyp305a1,0.5044,NaN,0.61284,0.53598,
fon,0.88226,0.83483,1.0711,0.98081,
,0.32902,0.2955,0.39924,0.35961,
Uev1A,0.60995,0.73365,0.74005,0.88975,
AnnIX;AnxB9,0.70651,0.75157,0.85593,0.81577,
CG17593-RA,0.87065,0.9265,1.0546,0.84799,
P5CDh1,0.24116,0.23125,0.29204,0.26652,
Updo,1.1107,1.396,1.345,1.2365,
PMCA,0.1784,0.17419,0.216,0.21443,
CG31195-RA,0.61656,0.64914,0.74607,0.67837,
Cpr67B,1.2951,1.2378,1.5671,1.5152,
Aats-tyr,0.36431,0.49455,0.4406,0.41191,
Tina-1,0.83349,1.0551,1.008,1.0067,
Dic1,1.8491,2.1479,2.2361,2.0865,
synj,0.2207,0.1449,0.26683,0.26039,
,1.2797,1.2213,1.5454,1.4529,
Cbs,0.40222,0.21825,0.48561,0.42686,
ens,1.6731,1.6002,2.0195,1.734,
Tm1,1.7005,1.6809,2.0525,2.0232,
Pbgs,0.42186,NaN,0.50885,0.41146,
Cpr49Aa,2.256,2.372,2.721,2.536,
fray,0.40355,0.50332,0.48642,0.53493,
Snap25,0.65348,0.63357,0.78722,0.74871,
,1.2649,1.3333,1.5237,1.591,
Gli,0.71085,0.94357,0.85565,1.112,
ogre,0.31197,0.41287,0.37526,0.29709,
Ilk,0.30658,0.33064,0.36874,0.33572,
rdgC,0.2452,0.21902,0.29481,0.26379,
,0.57021,0.64848,0.68542,0.75553,
CG6412,0.44918,0.42108,0.53881,0.49835,
Mf,2.2046,1.9912,2.6445,2.483,
Lsp1gamma,6.2065,6.7293,7.4423,8.2552,
Cpr62Bb,2.0644,1.6354,2.4754,1.8465,
Gbeta76C,0.3749,0.35022,0.44913,0.46196,
CLIP-190,0.41581,0.37719,0.49789,0.41181,
Tm2,1.24,1.3678,1.4844,1.5503,
Cka,0.46511,0.46137,0.55648,0.66269,
Syt1,0.72203,0.70366,0.86364,0.84499,
Strn-Mlck,0.22462,0.19868,0.26851,0.33994,
lark,0.5274,0.69938,0.63026,0.55089,
Pros28.1,1.0732,1.2649,1.2825,1.2922,
,0.84527,0.99305,1.0089,1.3129,
Rab11,1.8463,2.084,2.2021,2.3317,
ND23,0.67795,0.72512,0.80844,0.75341,
,1.2445,1.2391,1.4836,1.629,
Ras85D,1.0845,0.88056,1.2923,1.1819,
GstE2,0.80478,0.94622,0.95895,0.90818,
veli,1.7808,1.8333,2.1207,2.1951,
,1.3921,1.4694,1.6577,1.4481,
nrv1,0.96847,1.0045,1.153,1.1633,
ico,0.29803,0.26399,0.35464,1.0945,
Snap24,1.2416,1.3179,1.4774,1.5309,
CG9132,0.81361,0.97703,0.96767,1.114,
Cry,1.4158,1.2826,1.6821,1.6889,
RhoGDI,1.5181,1.9537,1.8026,1.943,
I-2,0.77209,0.86405,0.91658,1.0829,
Men-b,0.32967,0.28954,0.39131,0.39147,
,0.66762,0.67175,0.79144,0.78497,
Nap1,0.75303,0.71591,0.8924,0.76307,
,2.6846,2.9385,3.1805,3.4683,
CoIV,0.69711,0.82726,0.82586,0.87968,
,1.1963,1.4066,1.4172,1.4518,
,0.86633,1.1123,1.0258,1.1991,
cype,0.77125,0.79769,0.913,0.93082,
fau,1.0796,0.94936,1.2776,1.3685,
,1.5042,1.5251,1.7793,1.5562,
,0.6367,0.74062,0.75298,0.72199,
Vap-33-1,0.5652,0.53997,0.6677,0.6729,
,0.65004,0.64888,0.76765,0.6201,
beta-Spec,0.18765,0.19641,0.22154,0.22662,
GstE9,0.60018,0.68487,0.70829,1.2464,
cry,0.21314,NaN,0.2514,NaN,
RFeSP,0.89808,0.71286,1.0592,0.95794,
,1.8221,1.711,2.1487,1.9931,
Pka-R2,0.89634,0.8846,1.0566,1.1517,
dod,1.2471,1.2966,1.4699,1.5079,
,1.7211,1.8525,2.028,2.3133,
lap,0.52234,0.49574,0.61539,0.63558,
Gapdh1,1.0508,1.091,1.2377,1.1864,
,0.56796,0.5739,0.66874,0.58892,
Act5C,0.42711,0.35199,0.50218,0.40336,
par-1,0.47983,0.59471,0.56367,0.57586,
PGRP-SD,0.43059,0.55787,0.50558,0.33091,
babos,2.2328,3.0328,2.6209,2.4135,
nrm,1.2554,1.3588,1.473,1.2419,
alpha-Spec,0.23137,0.21261,0.27146,0.26952,
ATPsyn-Cf6,2.3672,1.9942,2.7771,2.5286,
Tm1,1.7865,1.7548,2.0957,1.9226,
,0.59324,0.62773,0.69544,0.70412,
Tep4,0.12907,0.11355,0.15121,0.14642,
Sod3,1.3628,1.1485,1.5959,1.1201,
Hsc70-3,1.3589,1.4388,1.5913,1.6023,
,1.7001,2.2857,1.9892,2.0936,
Klc,0.48673,0.45422,0.56943,0.46255,
Cnx99A,0.86615,0.88553,1.0131,1.0504,
bor,0.88927,0.89577,1.0399,1.0547,
,1.2815,1.3814,1.4984,1.3157,
Tom70,0.57017,0.50897,0.66645,0.37561,
,1.9457,1.8367,2.2739,2.6391,
,0.82236,0.74269,0.96059,0.9478,
Argk,0.79636,0.7776,0.92985,0.87817,
Tim14,1.8702,1.8225,2.1829,3.1112,
Cpr66D,3.2689,3.4041,3.8147,4.0336,
betaCop,0.2221,0.27488,0.25916,0.33899,
,0.67142,NaN,0.78332,0.81976,
Nrx-IV,0.39907,0.41913,0.46544,0.51215,
P32,1.089,1.0952,1.2699,1.3029,
CG10083,0.95421,1.1337,1.1118,1.1231,
Pka-C1,0.54432,0.55648,0.6341,0.64867,
02-Sep,0.63387,0.67518,0.73806,0.77625,
CG6564,1.2785,1.3179,1.488,1.5023,
,1.2268,1.2812,1.4278,1.2336,
Gad1,0.36948,0.36171,0.42991,0.42093,
ran;Ran,1.2419,1.2654,1.4444,1.3404,
CoVIb,1.3614,1.5302,1.5829,1.4967,
Sirt2,0.51865,0.77607,0.60272,0.34446,
endoA,0.36083,0.35136,0.41901,0.42292,
,2.2478,2.2563,2.6098,2.3526,
Rab3,0.63879,0.58629,0.74153,0.70925,
inaD,0.19097,0.2548,0.22157,0.23728,
D1,2.7137,2.4018,3.1485,3.1953,
bt,0.10357,0.10176,0.12016,0.11882,
Rm62,0.66518,0.69939,0.77153,0.7683,
Cpr97Eb,4.0318,3.8696,4.6763,5.4036,
Pur-alpha,1.3223,1.2319,1.5328,1.6309,
,0.84138,0.70806,0.97479,0.99383,
ctp,0.77982,0.78754,0.90331,0.75701,
desat1,0.38207,0.43073,0.44255,0.39963,
Syb,1.6964,1.9368,1.9642,1.672,
Zw,0.26817,0.42765,0.31038,0.36814,
CalpA,0.32467,0.31658,0.37577,0.48745,
