Gene names, Alpha A53T_day_30, Control _day_30
,0.203726406,0.203196797
,1.003161563,0.999889219
Gbeta13F,0.541549063,0.543705469
GstS1,1.95255625,1.942896875
Uch,0.627955,0.627565
CG9112,1.265865625,1.262167188
CG6330-RB,0.912149688,0.913355156
,1.031025,1.0258625
l(2)34Fc,0.291318125,0.289963438
l(1)G0196,#DIV/0!,#DIV/0!
,0.820663125,0.819253438
hoe1,#DIV/0!,#DIV/0!
fln,3.582242188,3.557503906
Aats-gly,0.315639531,0.316977734
,0.536877656,0.535188672
Scp2,1.696185938,1.695357031
Chd64,0.711070625,0.710229688
shi,0.550704375,0.552702813
Sap47,3.124259375,3.124795313
inaC,0.168177813,0.168361094
sn,0.253997656,0.253316172
,1.536629688,1.532585156
Cpr49Ae,1.802957813,1.804721094
Ho,1.168366406,1.171404297
GstD3,0.738830938,0.738467031
Cpr64Ac,0.451184844,0.445365078
Actn,0.22045375,0.220305625
Rtnl1,2.157367188,2.152516406
CG17273,0.472420313,0.471399844
Cyp305a1,#DIV/0!,#DIV/0!
fon,0.29422625,0.292781875
,0.53357125,0.533704375
Uev1A,0.628223281,0.625953359
AnnIX;AnxB9,0.592308281,0.592300859
CG17593-RA,0.660919531,0.668315234
P5CDh1,0.449189063,0.449230469
Updo,1.127255938,1.090737031
PMCA,0.235040938,0.235419531
CG31195-RA,0.536059219,0.535725391
Cpr67B,7.453698438,7.462725781
Aats-tyr,0.190473438,0.190123281
Tina-1,0.6169175,0.61676625
Dic1,4.107578125,4.120810938
synj,0.311553125,0.312013438
,1.654548438,1.655350781
Cbs,0.321965313,0.323704844
ens,1.242660938,1.239144531
Tm1,1.564984375,1.557232813
Pbgs,0.265398281,0.263613359
Cpr49Aa,3.046132813,3.041283594
fray,0.568048906,0.566825547
Snap25,1.192139063,1.194155469
,1.217796875,1.214201563
Gli,0.841837969,0.840701016
ogre,1.147092656,1.160866172
Ilk,0.348055469,0.349102266
rdgC,0.363835469,0.365109766
,0.498977344,0.497593828
CG6412,0.215252031,0.215173984
Mf,3.941814063,3.925617969
Lsp1gamma,1.599209375,1.607870313
Cpr62Bb,3.0497625,3.04654375
Gbeta76C,0.868681094,0.868624453
CLIP-190,0.871734063,0.867502969
Tm2,1.227975,1.2229125
Cka,0.476707031,0.476633984
Syt1,0.948411875,0.946574063
Strn-Mlck,0.260675156,0.259409922
lark,0.31379875,0.315118125
Pros28.1,0.523512344,0.524251328
,0.743828906,0.743740547
Rab11,1.739142188,1.741603906
ND23,0.923822969,0.919048516
,0.646385781,0.643899609
Ras85D,0.87905375,0.879905625
GstE2,1.148845313,1.147852344
veli,2.892835938,2.894482031
,2.273490625,2.264179688
nrv1,1.4423,1.446375
ico,0.241683281,0.240303359
Snap24,1.539592188,1.542978906
CG9132,1.14130625,1.140246875
Cry,1.635165625,1.631217188
RhoGDI,1.766946875,1.763676563
I-2,1.181085938,1.180357031
Men-b,0.500653438,0.501630781
,1.386196875,1.387126563
Nap1,0.74997875,0.748050625
,1.324001563,1.321574219
CoIV,1.291182813,1.287958594
,0.773760781,0.773337109
,0.979887031,0.979478984
cype,1.362792188,1.363253906
fau,0.65050625,0.650324375
,2.688842188,2.688028906
,0.353512031,0.352666484
Vap-33-1,0.634291875,0.635721563
,0.434272813,0.433793594
beta-Spec,0.237991094,0.238579453
GstE9,#DIV/0!,#DIV/0!
cry,#DIV/0!,#DIV/0!
RFeSP,1.6426625,1.64146875
,0.505546094,0.499404453
Pka-R2,1.309679688,1.310910156
dod,1.057697969,1.055711016
,0.733647969,0.732483516
lap,0.741407031,0.741748984
Gapdh1,1.336701563,1.331999219
,0.838047344,0.838258828
Act5C,0.31885375,0.319568125
par-1,0.379735625,0.379072188
PGRP-SD,0.8056825,0.80512125
babos,1.440304688,1.435497656
nrm,1.032164531,1.030857734
alpha-Spec,0.257200625,0.257392188
ATPsyn-Cf6,3.210840625,3.188804688
Tm1,1.484748438,1.480575781
,0.48247375,0.481525625
Tep4,0.294963438,0.295055781
Sod3,0.617095781,0.616962109
Hsc70-3,1.038246719,1.037004141
,2.24155625,2.245771875
Klc,0.350372344,0.350216328
Cnx99A,0.841636406,0.840589297
bor,1.286190625,1.285729688
,2.190075,2.1934875
Tom70,0.328444219,0.328187891
,1.543497656,1.554238672
,0.965217813,0.968096094
Argk,1.086640625,1.086854688
Tim14,1.583960938,1.570994531
Cpr66D,1.18524375,1.182478125
betaCop,0.220225781,0.220084609
,0.603057188,0.603326406
Nrx-IV,0.348562813,0.349416094
P32,1.633239063,1.631305469
CG10083,0.636543594,0.634345703
Pka-C1,0.693670781,0.695522109
02-Sep,0.626111719,0.627861641
CG6564,0.834925938,0.835494531
,1.08788125,1.088826875
Gad1,0.6467975,0.64884375
ran;Ran,0.947892188,0.948326406
CoVIb,2.662276563,2.656011719
Sirt2,0.575490625,0.575849688
endoA,0.520960781,0.521547109
,1.59405,1.588075
Rab3,1.174711719,1.180331641
inaD,0.31031625,0.310994375
D1,1.6291125,1.63254375
bt,0.081838484,0.081725508
Rm62,0.480704219,0.482320391
Cpr97Eb,1.696170313,1.698064844
Pur-alpha,1.5843125,1.58709375
,1.2712125,1.27014375
ctp,0.695724688,0.698342656
desat1,1.367881406,1.382786797
Syb,1.793585938,1.796907031
Zw,0.268902188,0.269036406
CalpA,0.426594375,0.425712813
rl,0.601652656,0.601018672
alphaCop,0.2193725,0.22038125
Idgf3,1.030829688,1.031040156
Plc21C,0.308618281,0.308450859
Nc73EF,0.231210469,0.231739766
Rpn12,0.343211719,0.343409141
,1.208539063,1.211255469
sec63,0.296666094,0.296559453
Rbp6,0.598575156,0.596962422
Amph,1.337307813,1.334221094
Cys,2.748492188,2.740003906
Snx3,0.9979,0.99145
Mlc-c,1.218973438,1.214913281
Ccp84Ae,0.360820625,0.357164688
rdgB,0.298994219,0.298945391
CG12173,1.037812813,1.039033594
nst,0.467240938,0.467427031
lwr,0.519058438,0.520098281
CG30022;CG30023,1.328881875,1.321604063
,0.850459063,0.849852969
TwdlT,1.566217188,1.565941406
,1.172224063,1.173907969
CG6719,0.783669531,0.778265234
blw,1.11879375,1.118628125
Patj,0.634051875,0.633619063
kcc,0.650738438,0.651610781
,1.197673438,1.195788281
Aats-lys,0.319016406,0.318036797
,1.651757813,1.652821094
,1.14179,1.14507
Gapdh2,1.380532813,1.377358594
,0.688626094,0.687009453
Vha100-2,0.359536719,0.359729141
Tm1,4.360634375,4.350482813
Trxr-1,0.4782475,0.47809375
Imp,0.323749844,0.323917578
Stam,0.705973281,0.705555859
sw;Sdic1;Sdic2;Sdic3,0.563874063,0.565130469
l(1)G0334,1.738753125,1.739023438
ATPsyn-gamma,1.417489063,1.416405469
Act88F,0.686424688,0.683920156
Rpt3,0.352042031,0.351591484
SdhB,1.237484375,1.235782813
Ndg,0.306354375,0.305515313
Ude,1.480103125,1.482548438
GstD1,0.724001406,0.723341797
TM4SF,0.801089844,0.795867578
,#DIV/0!,#DIV/0!
sesB,0.952729063,0.953432969
Pka-R1,0.582896563,0.583929219
t,3.245870313,3.243289844
Mpcp,1.328404688,1.331797656
Rpn1,0.177599375,0.178480313
Dhod,1.896032813,1.896958594
,1.76919375,1.767828125
,1.017635,1.0214975
skap,1.28805625,1.287796875
stv,0.923828438,0.919445781
CG1458,0.927569844,0.925792578
norpA,0.229194219,0.230122891
,0.39998375,0.399043125
ND42,0.861800156,0.860937422
CG11073-RA,2.294067188,2.297491406
alphaTub84D;alphaTub84B,0.280737813,0.280506094
CHKov2,0.884121875,0.882784063
Hsc70-1,0.482439844,0.482050078
CG10688,#DIV/0!,#DIV/0!
14-3-3epsilon,1.057257969,1.057588516
Cortactin,1.13264375,1.130903125
,0.640744688,0.641157656
PpD3,0.301335625,0.301009688
c11.1,0.219354844,0.218505078
papi,0.398318125,0.395675938
,0.564359531,0.567030234
Rbcn-3B,1.290593125,1.275433438
Rpt5,0.280850313,0.281897344
hts,0.837305469,0.837992266
CG9362,0.412229375,0.410715313
Vha100-1,0.423950938,0.425089531
Gdh,0.685923906,0.687260547
Synd,0.57900875,0.579235625
,1.048969063,1.050232969
nwk,0.331835781,0.332174609
Gs2,0.469936875,0.470606563
RpL38,0.597717031,0.596791484
Esyt2,0.519550156,0.519989922
cpx,1.7913,1.79845
fh,#DIV/0!,#DIV/0!
Rab6,1.311792188,1.313853906
,0.654036563,0.652559219
,1.79909375,1.800653125
Dsp1,1.264676563,1.262711719
boss,0.908529219,0.910835391
Gk,1.474189063,1.476280469
CG8635,0.48232375,0.481343125
Mlc2,2.735595313,2.718627344
kdn,1.219784375,1.219682813
nahoda,0.645953906,0.642680547
Caf1,0.585004063,0.587240469
Pros26.4,0.276454844,0.275112578
Rac2,0.626434531,0.627320234
,0.240492813,0.239828594
santa-maria,0.926444531,0.927075234
SdhC,2.39626875,2.389840625
,1.095400781,1.094649609
GstT1,0.95037125,0.952581875
,0.260430625,0.260807188
,0.257219688,0.257560156
Dmn,1.255207813,1.253721094
CG5028-RC,1.28241875,1.279340625
Rab2,1.427403125,1.431898438
Drp1,0.307196563,0.309804219
Cam,2.177332813,2.174908594
,0.762485156,0.762724922
,#DIV/0!,#DIV/0!
,3.235104688,3.234197656
Cbp53E,1.359873438,1.359413281
Nop56,4.871606406,4.976249297
,2.308465625,2.300417188
Rac1,0.893088438,0.897340781
ninaA,0.593784844,0.594020078
Df31,0.486144844,0.485022578
,1.31614375,1.312978125
,1.713392188,1.714103906
TFAM,2.008714063,2.001817969
La,1.562221875,1.558514063
Wbp2,2.12863125,2.126634375
Ote,1.651589063,1.653930469
Syx13,0.883725625,0.882642188
Vha13,2.630128125,2.625160938
Adk1,1.349882813,1.351883594
,0.919438281,0.920313359
,1.353517188,1.349241406
Karybeta3,0.13891275,0.139787625
Rala,0.681527969,0.681363516
,0.96168875,0.963063125
dlg1,0.735689375,0.735505313
DNaseII,0.627836563,0.625106719
,2.01051875,2.011765625
Trx-2,0.85406,0.84949
koi,1.285523438,1.284838281
,0.648292813,0.647553594
Sod2,1.168875,1.1692125
vib,0.720338594,0.721945703
Cont,0.67370125,0.673841875
baf,1.236198438,1.235900781
,1.850879688,1.850010156
Spn88Ea,0.436849219,0.437192891
Ace,1.058641406,1.061876797
CG6045-RA,0.37651875,0.376113125
Tsf2,0.647212969,0.646201016
,0.931676094,0.933529453
Prosbeta3,0.901131875,0.914094063
,1.35990625,1.358071875
pUf68,0.463274219,0.465325391
cib,0.693455,0.69127
comt,0.524285469,0.526052266
Flo,1.28784375,1.289303125
,2.273710938,2.269844531
sun,3.823584375,3.810007813
TotC,22.01525,22.283375
hoip,0.682272813,0.680318594
,0.621553125,0.622438438
RpS5a;RpS5b,0.247591719,0.247789141
eIF5,0.413720313,0.415697344
cpb,0.438914375,0.438850313
,1.327971875,1.325814063
Sod,1.592840625,1.594329688
,0.231287969,0.232733516
Oscp,2.23586875,2.231840625
atl,0.405399844,0.405207578
Spn77Ba,2.1930125,2.18964375
14-3-3zeta,1.058604688,1.058597656
Prosbeta4,1.174235938,1.171732031
ttm50,1.19029375,1.185303125
shg,1.374723438,1.381888281
c550,3.039475,3.0308875
,0.333533281,0.334160859
CanB2,#DIV/0!,#DIV/0!
CG1970-RA,0.8418875,0.84098125
CG9090-RA,1.642446875,1.644976563
up,4.44314375,4.422653125
ninaC,0.148880625,0.149477188
mub,0.319820781,0.318272109
CG11594,2.736609375,2.731145313
Eb1,0.350531719,0.351081641
Pabp2,0.69150375,0.689678125
cl,0.846631875,0.845624063
chic,0.614257344,0.614256328
CoVb,2.76398125,2.761134375
wupA,0.16686875,0.166355625
Pegarn,#DIV/0!,#DIV/0!
cathD,0.998605469,0.996797266
,1.1575775,1.17020125
CG8446-RD,2.5863375,2.57550625
HmgD,1.58396875,1.582040625
,2.785604688,2.780272656
,1.26913125,1.267284375
mfas,0.856426563,0.854936719
ced-6,0.675749844,0.675895078
,2.965782813,2.961558594
l(3)01239,0.946138438,0.943673281
,0.645806719,0.644151641
Tep2,0.697390625,0.693757188
eIF-4E,0.628137656,0.628076172
cora,0.5489225,0.54908125
Hsc70-5,0.366104531,0.365590234
,0.932482969,0.932546016
,3.696885938,3.697857031
Pglym78,1.818045313,1.813627344
Act87E,0.38395625,0.384314375
,1.522371875,1.516514063
CD98hc,1.477842188,1.479553906
Dap160,1.111486563,1.113201719
Txl,0.284272031,0.283888984
Rab1,0.86909875,0.869213125
,0.650435469,0.649592266
FK506-bp2,1.02383375,1.023048125
,1.535490625,1.538204688
EG:25E8.1,0.402873281,0.402500859
Rab18,0.845357813,0.842588594
Vha14-1,1.272480938,1.271274531
,0.897874375,0.897070313
ATPsyn-beta,3.679045313,3.671702344
Gdi,0.541274688,0.541905156
14-3-3zeta,1.107605156,1.104812422
Cpr49Ah,1.351903125,1.348298438
Ugt,0.390949375,0.393415313
Vha55,0.572536094,0.573659453
VAChT,0.961338594,0.964488203
nrv2,1.359353125,1.364548438
opa1-like,0.783805938,0.783249531
Cpr73D,1.729240625,1.724754688
Rpn6,0.240753594,0.240433203
SdhA,0.870065156,0.869304922
Nrx-1,0.466738281,0.465078359
,1.35465625,1.356871875
sals,0.382131875,0.382561563
sds22,0.694135938,0.696447031
Fim,0.285773594,0.285833203
Frq1,1.979473438,1.980363281
fne,0.448811406,0.450016797
,0.659249688,0.661820156
Mp20,0.249976563,0.248281719
CG5044-RB,1.058372031,1.054668984
Prp19,0.415746563,0.417399219
,1.435639063,1.433930469
EG:152A3.3,0.934581719,0.930949141
aay,0.669756094,0.668451953
Dak1,0.959141719,0.959491641
Ssadh,0.840424688,0.842690156
,#DIV/0!,#DIV/0!
Sh3beta,1.091344063,1.089162969
Obp56a,0.686736719,0.686209141
porin,2.760610938,2.752894531
Su(var)205,1.440754688,1.440147656
Mtch,0.684159063,0.685665469
His2Av,2.019601563,2.016974219
su(r),0.566602656,0.573856172
cer,1.368270313,1.362764844
,1.538282813,1.538208594
flr,0.414647188,0.414836406
GstO3,2.102182813,2.100358594
Tcp-1zeta,0.266555938,0.266389531
Inx2,0.608509688,0.608512656
Arf79F,0.898815938,0.899207031
ics,#DIV/0!,#DIV/0!
,0.565697031,0.564521484
,2.57705,2.570875
stmA,0.506620781,0.508212109
rhea,0.228386563,0.227561719
PMCA,0.262349688,0.261650156
Calx,0.738817344,0.739423828
Mov34,0.47767625,0.477509375
didum,0.302550156,0.304179922
snRNP-U1-70K,1.160782813,1.155533594
Acon,0.452343281,0.451710859
Ggamma30A,3.406934375,3.402057813
Vha36-1,2.766776563,2.766561719
CG42353-RA,0.801882656,0.800933672
,0.825238906,0.825668047
Arp87C,0.566979063,0.569657969
Vha44,0.963637344,0.965376328
CHIP,0.827237813,0.833838594
,1.009965,1.0002725
,1.25404375,1.252428125
Ddc,0.223148281,0.223130859
,1.433173438,1.429588281
,0.905916563,0.907311719
Tg,0.631984219,0.632450391
Vha26,1.285378125,1.285010938
PIP82,0.55547125,0.548544375
tutl,1.327514063,1.329292969
Rab5,1.501048438,1.501775781
CG6455,2.213326563,2.213386719
deltaCOP,0.69179,0.69054
Tango5,0.686034531,0.692085234
Tim9a,2.79300625,2.779896875
Gp93,0.711177031,0.710371484
CG4042-RA,#DIV/0!,#DIV/0!
,1.047875,1.0510475
,3.1471875,3.15265625
Ald,1.171985938,1.170332031
l(2)35Di,1.204203125,1.204998438
GS,0.348835156,0.348314922
Fib,0.95547625,0.953401875
CAH2,1.219473438,1.216263281
l(3)mbn,1.71153125,1.711909375
GstE13,0.461703125,0.461353438
,0.644411094,0.644881953
Apf,0.673467969,0.671453516
,0.794882969,0.795078516
,2.113195313,2.107602344
Elongin-C,0.741764375,0.741617813
CdsA,1.001159844,1.002360078
ninaE,0.019681344,0.019588078
CG4829-RA,1.614995313,1.609602344
,1.379239063,1.377405469
,0.84221375,0.842385625
Glycogenin,0.642554688,0.640565156
,0.469615313,0.469424844
shrb,1.756010938,1.750394531
PebIII,1.794875,1.7913125
,0.539546875,0.538626563
Hex-A,0.488742031,0.490968984
Vps26,1.05636,1.06253
,0.227784063,0.227657969
sel,1.0779875,1.07530625
Gpdh,0.787214844,0.788177578
Hrb27C,0.480429063,0.479377969
Rheb,1.200929688,1.199485156
Cpr65Au,10.0471375,10.03990625
,0.430920938,0.432937031
Nup62,1.97178125,1.964184375
Rpn2,0.151927969,0.152378516
Lam,1.342870313,1.341514844
tmod,0.88469125,0.884514375
,2.685907813,2.679646094
,2.128870313,2.129414844
Rab7,1.229225469,1.234569766
CG10126-RB,1.611582813,1.608158594
CG3436,1.785915625,1.782967188
Ref1,1.613767188,1.615441406
,0.486164063,0.486937969
l(2)37Cc,2.536528125,2.534660938
Ipp,0.599492813,0.603313594
homer,1.066734688,1.068187656
Prm,0.978474063,0.976917969
Cpr92F,1.05242,1.050205
ppl,4.09370625,4.075846875
,0.633329063,0.633455469
Reg-2,0.947778594,0.947190703
Vps35,0.187874219,0.188165391
BcDNA.GH11322,2.035751563,2.040174219
me31B,0.301759375,0.301577813
CG16935,0.894523438,0.893253281
,1.152582969,1.155028516
,2.245735938,2.239932031
,4.1558375,4.13188125
Gycbeta100B,0.112878,0.1091895
Tom40,0.800741875,0.802086563
Clic,0.489526094,0.489796953
,2.447848438,2.444725781
CG5009,0.311564844,0.312812578
rtp,0.588318125,0.589073438
CG4038,1.154579375,1.155717813
eIF-3p40,0.921957344,0.938091328
CG11334,0.645190156,0.644377422
drk,1.29090625,1.288921875
Rab14,1.330232813,1.330033594
Mipp1,1.583964063,1.583267969
Clect27,0.615650938,0.614959531
Gl,0.389925313,0.391094844
sm,0.345835625,0.344729688
SrpRbeta,0.401128281,0.401335859
Mo25,0.716485938,0.716017031
,0.951798438,0.951455781
Tsp42Ea,1.589701563,1.589999219
CG7048,0.732703438,0.731398281
Slh,0.391267188,0.388466406
LanB2,0.146252813,0.146888594
snf,1.580196875,1.578526563
Mtor,0.82448625,0.804839375
l(3)03670,3.643573438,3.634363281
Cpr64Ad,0.661005156,0.663584922
,1.036031406,1.033514297
,#DIV/0!,#DIV/0!
,0.592663125,0.590785938
Ptp69D,0.875015313,0.865382344
,0.922366094,0.924379453
Rbp2,0.865594844,0.866287578
up,1.807357813,1.806846094
,10.86940625,10.87079688
,3.260889063,3.248230469
,0.681833906,0.681375547
Cp190,0.431128438,0.431695781
,0.442617188,0.443313906
l(2)03709,1.562821875,1.561989063
CG9297-RA,1.108303594,1.108713203
Ance,0.341727656,0.342401172
BcDNA.GH02384,1.668895313,1.663852344
Zasp66,0.852090313,0.849919844
04-Sep,0.527034063,0.529727969
,0.5245175,0.52505125
,0.792685,0.7921675
,1.223798438,1.217525781
pain,0.557153906,0.562778047
Rpi,0.708255938,0.708234531
Nmt,0.284753125,0.285130938
Uch-L5,0.563962969,0.564353516
l(1)G0255,0.788572813,0.788008594
anon-84Ea,0.855528438,0.853768281
wdb,0.351789844,0.351185078
jdp,1.039421563,1.042384219
trsn,1.185373438,1.186713281
sls,0.285963906,0.287805547
B52,1.173645313,1.174952344
CG18624-RB,2.48486875,2.473065625
nec,2.046523438,2.043263281
Adgf-D,0.978623438,0.980238281
,3.6549125,3.68406875
Obp99b,0.2289325,0.22811375
,1.547440625,1.540179688
se,0.5799975,0.57908375
Pdsw,2.505635938,2.495432031
eIF3-S6,0.244444375,0.245525313
Idgf2,0.444909219,0.444267891
PRL-1,0.939326563,0.939569219
Pcd,1.087999375,1.089655313
Uba1,0.229956781,0.222671859
Pep,0.301077031,0.301116484
sun,3.24176875,3.240890625
Ubqn,1.696840625,1.691729688
nonA,0.836224219,0.835612891
,0.932791875,0.934624063
,0.850053594,0.849588203
awd,1.378734375,1.377682813
,1.07207625,1.073351875
Tim10,1.632284375,1.628257813
Cpr64Aa,0.212233594,0.209263203
,0.809338906,0.802258047
Rpn9,0.416887813,0.416798594
Scsalpha,0.998690938,0.998844531
Vha16-1,1.804004688,1.814522656
Got1,2.145385938,2.149757031
Lsp1beta,0.675429531,0.679500234
REG,0.823963125,0.828875938
Arr2,0.541827188,0.544703906
Manf,1.071276563,1.068361719
CG12264,0.769852031,0.768711484
Nplp2,0.9872525,0.98718375
CSN8,0.768317188,0.764811406
shot,0.131997656,0.131553672
Sucb,0.360676094,0.359996953
capt,0.370602813,0.370093594
VhaAC39-1,0.558370625,0.559817188
Hsc70-4,0.248846719,0.248749141
CG8386,0.822090938,0.816214531
,2.398151563,2.392474219
Pros26,0.779955625,0.781214688
l(1)G0230,3.6454875,3.62848125
tomosyn,0.407897813,0.409321094
stnA,2.17668125,2.179109375
,#DIV/0!,#DIV/0!
CG2263,1.003600313,1.003699844
Cyt-b5,1.372657813,1.372221094
coro,0.252640781,0.253402109
yellow-c,1.337571875,1.335589063
l(1)G0289,2.3733375,2.39100625
Pros35,0.579391563,0.579644219
CAP,0.614353125,0.615643438
Letm1,1.9220625,1.92046875
Pros25,0.758528906,0.758588047
Dpt,#DIV/0!,#DIV/0!
CG10639-RA,0.614899375,0.615512813
,0.734541094,0.733729453
Egm,0.383377656,0.383796172
CG33672-RA,0.986307813,0.984421094
BcDNA.GH02220,1.199632188,1.198513906
ref(2)P,1.05922625,1.053001875
GckIII,0.378704531,0.376492734
,3.734232813,3.732458594
TpnC25D,3.278451563,3.280599219
ATPsyn-d,2.12678125,2.120109375
AP-2mu,0.513580781,0.514349609
,1.365746875,1.361951563
Cyp1,1.012659219,1.010862891
ergic53,0.719680469,0.718844766
exba,0.29988625,0.299646875
Atox1,2.384253125,2.392923438
fau,1.451517188,1.449416406
Prosalpha7,0.700132031,0.700513984
rgn,1.287807813,1.281871094
CG3961-RD;CG3961-RA,0.230598906,0.231695547
sgg,0.447282813,0.449421094
Rh50,1.331363906,1.346678047
Hel25E,0.400603594,0.401395703
CG1513-RA,0.443177344,0.440188828
,1.143072188,1.152368906
Rho1,0.63048125,0.631984375
janA,1.238473438,1.240338281
,10.50706453,10.74842523
CkIIalpha,0.831003594,0.832618203
und,0.206892969,0.206931016
Phm,1.288673438,1.286038281
CG34327-RA,0.374987188,0.373731406
,0.247643906,0.247865547
,1.7129875,1.70848125
,0.867878906,0.856160547
Hrb98DE,1.36393125,1.360934375
Bsg,1.56105625,1.561321875
,2.247003125,2.248773438
mbf1,0.547025156,0.545379922
,0.616300938,0.617119531
CG9603,3.567728125,3.570935938
CG6950-RC,0.680154844,0.679207578
,0.881322813,0.882366094
Roe1,0.766227344,0.764413828
,0.416650781,0.416109609
Rpn5,0.126766406,0.126909297
Mlc1,1.237173438,1.234313281
,0.706273594,0.704320703
Nrg,0.719611406,0.720149297
,1.857823438,1.854763281
nop5,0.479234063,0.480315469
CG3107,0.251071563,0.252559219
CG16817,0.741889219,0.741290391
Pgk,0.955262813,0.955556094
ben,1.136567813,1.135936094
Lsd-2,0.485636719,0.485609141
mtacp1,2.930140625,2.910029688
CG6972-RA,0.28393125,0.283381875
nmd,0.414659063,0.414095469
CG4692,3.456359375,3.447745313
VhaSFD,0.508116719,0.509991641
CG5174-RA,1.5336375,1.53215625
l(2)06225,1.746282813,1.738533594
Pdh,1.013776719,1.015014141
tau,1.527629688,1.527360156
ps,0.514834375,0.515512813
,0.329286094,0.322356953
,2.69416875,2.684590625
wdp,2.333098438,2.318675781
TER94,0.200369219,0.200467891
CG5412,1.166191563,1.174289219
fau,0.436346094,0.433986953
Spase22-23,1.225996875,1.224551563
Mdh2,1.238809375,1.237645313
path,0.646095625,0.649547188
Rad23,0.513472344,0.513381328
Spn27A,1.742353125,1.741698438
Eno,1.012818906,1.010595547
blp,2.193592188,2.181803906
Lasp,0.432814531,0.432535234
,1.523023438,1.526363281
,1.489075,1.4895625
Pp2B-14D,0.568550938,0.569477031
scu,1.318067188,1.319816406
wupA,2.873446875,2.873151563
,2.904373438,2.922463281
Cpr76Bd,0.26684125,0.263616875
,0.80313625,0.803841875
Ucrh,2.672295313,2.662702344
uex,0.545122188,0.547738906
Caps,0.249245938,0.249574531
,1.742829688,1.738210156
5PtaseI,0.399295625,0.399967188
Unc-115b;Unc-115a,0.301648594,0.303615703
,1.216353906,1.221835547
trp,0.382355938,0.383982031
vps24,1.322689063,1.327205469
betaCop,0.298292813,0.298641094
,3.025654688,3.019547656
Vha36-3,2.776595313,2.774027344
,0.5809825,0.57978875
Pros29,0.503487031,0.503266484
CG3842-RA,0.3619925,0.36222125
,0.2979825,0.29752375
eIF3-S10,0.2434225,0.24328875
Ugt86Da,2.831739063,2.832505469
,1.263245313,1.262752344
,3.00584375,3.007103125
lost,0.426124688,0.426095156
CG2145,0.793557656,0.792768672
CaBP1,0.459795625,0.458537188
Tim13,2.318345313,2.305427344
Hrs,0.527397344,0.526506328
Vinc,0.167549375,0.167362813
NLaz,1.111998906,1.113308047
DppIII,0.291956563,0.292066719
TSG101,0.575230469,0.574807266
Ncc69,0.47656875,0.478520625
yip2,1.03099625,1.030831875
Fatp,0.498752188,0.498756406
zip,0.163186875,0.163254063
Cyp12b2,#DIV/0!,#DIV/0!
Vha68-1,0.812482031,0.813361484
Sar1,0.789907813,0.789493594
Prx3,1.322451563,1.324774219
,1.932520313,1.928364844
Fech,0.56543375,0.564385625
cpa,0.902391094,0.900094453
bcn92,2.627542188,2.613478906
,1.23568125,1.232909375
gho,0.187440625,0.188457188
fabp,2.811992188,2.811928906
Nop60B,0.523166719,0.520334141
Fas3,1.378620313,1.380614844
Hsp83,0.251553281,0.251523359
ATPsyn-b,1.114101875,1.111959063
Ubc-E2H,0.65412375,0.651150625
Pros45,0.380541406,0.379854297
Lmpt,0.247410469,0.248454766
AnxB10,1.700532813,1.701433594
endos,0.880100313,0.878277344
eIF-4a,0.313858906,0.314250547
Vps4,0.6677875,0.66723375
CG33090,0.331390938,0.331944531
Hsp60,0.726745938,0.725579531
,1.971032813,1.967258594
wupA,2.255110938,2.254319531
RpL17,0.281897031,0.281208984
cindr,0.657702969,0.661171016
CG17737,0.674906563,0.674966719
BG:DS00180.3,1.038872031,1.039466484
EfTuM,0.48951,0.488675
CSN7,0.868620938,0.873949531
e,0.2656775,0.26697625
,1.380184219,1.393880391
Cand1,0.290796563,0.290661719
,0.848040156,0.845889922
,0.461700156,0.462292422
AP-2alpha,0.278749063,0.278665469
pAbp,0.417369844,0.417205078
Ykt6,1.421896875,1.423526563
CG10217-RA,0.577511719,0.578934141
Rpn11,0.351156875,0.351016563
Pp2A-29B,0.230737969,0.230313516
HIP-R;HIP,0.389789688,0.390212656
caz,1.252595313,1.252427344
,0.527926406,0.523454297
eIF-2gamma,0.21008625,0.209889375
CG13349;Rpn13,0.51660875,0.516050625
Psa,0.204980938,0.205507031
,0.672080938,0.669469531
,1.428320313,1.433139844
Gp210,0.430430938,0.431322031
Cpr100A,1.021787188,1.021426406
RpS8,0.509409688,0.508057656
Lamp1,1.453682813,1.452158594
Rpn7,0.309957188,0.309963906
Etf-QO,0.479334531,0.479245234
Ssb-c31a,1.460995313,1.454277344
,1.532290625,1.530929688
,1.067827031,1.066801484
,0.928412969,0.935053516
Sip1,0.834305625,0.830339688
Dms,2.520735938,2.509757031
,1.908057813,1.895196094
Pex19,1.517492188,1.513653906
Syp,0.380927031,0.380451484
CG33228-RA,3.528039063,3.519405469
Jafrac1,1.070339688,1.072565156
CG32017-RB,2.330003125,2.336348438
CG2915-RB,0.796047344,0.795561328
Aats-ala,0.122849063,0.122942969
Hsp23,0.279064219,0.278282891
CG43078-RA;CG32352,0.624850469,0.623442266
Prosbeta2,0.479235938,0.479152031
,0.795649688,0.792925156
endoB,0.777112813,0.778056094
l(2)efl,1.2000125,1.19544375
PyK,0.817984375,0.818485313
colt,0.921963281,0.923550859
Ptpa,0.880255625,0.886307188
ATPCL,0.221678594,0.222253203
,0.9174125,0.91872125
,1.38415625,1.388871875
Hop,0.333709063,0.332312969
